,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
227,Lund_00051,Property,House,Building,Home,Architecture,Cottage,Town,Facade,Residential area,Real estate,@ Carlos Guerrero,@ Carlos Guerrero, Jun 2018,"Property,House,Building,Home,Architecture,Cottage,Town,Facade,Residential area,Real estate"
228,Lund_00264,Building,Landmark,Architecture,Château,Palace,Tree,Sky,Estate,Stately home,City,University Library |,(Q‘Q LIS, Jun 2018,"Building,Landmark,Architecture,Château,Palace,Tree,Sky,Estate,Stately home,City"
229,Lund_02688,Building,Property,Architecture,City,House,Ceiling,,,,,e Bjorn Davidsson,e Bjorn Davidsson, Jun 2017,
230,Lund_03132,Public space,Urban design,Residential area,Neighbourhood,Tree,Mixed-use,City,Road surface,Building,Real estate,@ Mahmoud Chaar,@ Mahmoud Chaar, Jun 2018,"Public space,Urban design,Residential area,Neighbourhood,Tree,Mixed-use,City,Road surface,Building,Real estate"
231,Lund_01646,Classical architecture,Landmark,Architecture,Building,Sky,Facade,Monument,Column,Tourist attraction,Cloud,Lundagérd 8,f} Filipe Naif, Jun 2018,"Classical architecture,Landmark,Architecture,Building,Sky,Facade,Monument,Column,Tourist attraction,Cloud"
232,Lund_01109,Landmark,Tree,Public space,Botany,Architecture,Sky,Fountain,Town square,Garden,Park,Lundagérd,d Mohamed Elshat, Jun 2017,"Landmark,Tree,Public space,Botany,Architecture,Sky,Fountain,Town square,Garden,Park"
233,Lund_00939,Sky,Landmark,Architecture,Building,Medieval architecture,Church,Town,Place of worship,Cathedral,City,[T T o1 T T T,ﬁ Imran Khan, Jun 2017,"Sky,Landmark,Architecture,Building,Medieval architecture,Church,Town,Place of worship,Cathedral,City"
234,Lund_02847,Building,Landmark,Architecture,Medieval architecture,Tree,Estate,Château,Place of worship,Stately home,Church,[T L He 1 BT,""" [V EWEEEG)", Jun 2018,"Building,Landmark,Architecture,Medieval architecture,Tree,Estate,Château,Place of worship,Stately home,Church"
235,Lund_01796,Garden,Botanical garden,Natural landscape,Botany,Plant,Pond,Flower,Water,Park,Spring,Lundagérd,R ROSA TRULLOLS, Jun 2013,"Garden,Botanical garden,Natural landscape,Botany,Plant,Pond,Flower,Water,Park,Spring"
236,Lund_02344,Grass,Sky,Sport venue,Grassland,Land lot,Stadium,Cloud,Cricket,Plain,Team sport,Klostergérdens IP,il VPN YWV 1o o)1), Jun 2017,"Grass,Sky,Sport venue,Grassland,Land lot,Stadium,Cloud,Cricket,Plain,Team sport"
237,Lund_00558,City,Sky,Town,Building,Landmark,Architecture,Human settlement,Public space,Town square,Plaza,[T T o1 T T T,a Imran Khan, Jun 2017,"City,Sky,Town,Building,Landmark,Architecture,Human settlement,Public space,Town square,Plaza"
238,Lund_00957,Landmark,Classical architecture,Building,Architecture,Palace,Mansion,Facade,House,Estate,Sky,Lundagérd ¢,Lundagérd ¢, Jun 2017,"Landmark,Classical architecture,Building,Architecture,Palace,Mansion,Facade,House,Estate,Sky"
239,Lund_02278,Natural landscape,Body of water,Nature,Water,Bank,River,Tree,Vegetation,Natural environment,Nature reserve,Nobbel6vs mosse,Bjorn Dilton, Jun 2018,"Natural landscape,Body of water,Nature,Water,Bank,River,Tree,Vegetation,Natural environment,Nature reserve"
240,Lund_01659,Architecture,Building,House,Street light,Grass,Tree,Light fixture,Real estate,Campus,Facade,. TR T E,Katrine Hansson, Jun 2017,"Architecture,Building,House,Street light,Grass,Tree,Light fixture,Real estate,Campus,Facade"
241,Lund_00413,Building,Landmark,Architecture,Classical architecture,Mansion,Palace,Estate,House,Facade,Official residence,Lundagérd 8,i© martinaw, Jun 2018,"Building,Landmark,Architecture,Classical architecture,Mansion,Palace,Estate,House,Facade,Official residence"
242,Lund_00647,Classical architecture,Building,Architecture,Landmark,Palace,Official residence,Facade,Estate,Mansion,Presidential palace,Lundagérd,Q‘* Alexandra Balab:, Jun 2014,"Classical architecture,Building,Architecture,Landmark,Palace,Official residence,Facade,Estate,Mansion,Presidential palace"
243,Lund_01327,Medieval architecture,Building,Landmark,Architecture,Wall,Church,Historic site,Facade,Spire,Place of worship,\/ | Vincenzo De Bert,\/ | Vincenzo De Bert, Jun 2017,"Medieval architecture,Building,Landmark,Architecture,Wall,Church,Historic site,Facade,Spire,Place of worship"
244,Lund_02586,Grassland,Pasture,Natural environment,Land lot,Meadow,Prairie,Plain,Field,Natural landscape,Green,P YR,P YR, Jun 2017 I,"Grassland,Pasture,Natural environment,Land lot,Meadow,Prairie,Plain,Field,Natural landscape,Green"
245,Lund_02024,Classical architecture,Building,Architecture,Landmark,Facade,Tourist attraction,Seat of local government,Palace,Courthouse,House,Lundagérd ¢,ARSIl, Jun 2018,"Classical architecture,Building,Architecture,Landmark,Facade,Tourist attraction,Seat of local government,Palace,Courthouse,House"
246,Lund_00694,Landmark,Architecture,Building,Property,Estate,Mansion,Classical architecture,Stately home,House,Château,Lundagérd,& Nikola Mladenov, Jun 2011,"Landmark,Architecture,Building,Property,Estate,Mansion,Classical architecture,Stately home,House,Château"
247,Lund_00999,Body of water,Water,Nature,Pond,Natural landscape,Water resources,Reflection,Vegetation,River,Waterway,Botanical Garden,w@ Luuk Mulder, Jun 2017,"Body of water,Water,Nature,Pond,Natural landscape,Water resources,Reflection,Vegetation,River,Waterway"
248,Lund_00531,Medieval architecture,Landmark,Architecture,Classical architecture,Building,Place of worship,Historic site,Church,Parish,Cathedral,Lund Cathedral ¢,@. Ronald T., Jun 2018,"Medieval architecture,Landmark,Architecture,Classical architecture,Building,Place of worship,Historic site,Church,Parish,Cathedral"
249,Lund_02107,Building,Town,Architecture,Bicycle,Neighbourhood,Vehicle,Transport,House,Urban area,Facade,Magle Konserthus |,Anders Frick, Jun 2012,"Building,Town,Architecture,Bicycle,Neighbourhood,Vehicle,Transport,House,Urban area,Facade"
250,Lund_02290,Body of water,Water resources,Nature,Water,Stream,Vegetation,Watercourse,Natural landscape,Riparian zone,Waterway,Rinnebiéck Gorge,",,% Daniel Nilsson", Jun 2018,"Body of water,Water resources,Nature,Water,Stream,Vegetation,Watercourse,Natural landscape,Riparian zone,Waterway"
251,Lund_02407,Building,Town,Medieval architecture,Architecture,Neighbourhood,Arch,Church,Facade,Vehicle,City,Katedralskolan,% Zina Mazurkevyc, Jun 2018,"Building,Town,Medieval architecture,Architecture,Neighbourhood,Arch,Church,Facade,Vehicle,City"
252,Lund_01758,Property,Building,House,Architecture,Medieval architecture,Estate,Sky,Tree,Château,Real estate,Kulturen,Frida Olsson, Jun 2016,"Property,Building,House,Architecture,Medieval architecture,Estate,Sky,Tree,Château,Real estate"
253,Lund_00912,Medieval architecture,Building,Architecture,Landmark,Church,Facade,Spire,Place of worship,Cathedral,Historic site,\/ | Vincenzo De Bert,\/ | Vincenzo De Bert, Jun 2017,"Medieval architecture,Building,Architecture,Landmark,Church,Facade,Spire,Place of worship,Cathedral,Historic site"
254,Lund_00681,Landmark,Sky,Building,Architecture,Place of worship,Medieval architecture,Church,Historic site,Facade,Cathedral,Lund Cathedral ¢,@ Jun Luo, Jun 2017,"Landmark,Sky,Building,Architecture,Place of worship,Medieval architecture,Church,Historic site,Facade,Cathedral"
255,Lund_01425,Building,City,Human settlement,Town square,Town,Public space,Architecture,Plaza,Palace,Facade,J. T,.}gg Genial Barani, Jun 2017,"Building,City,Human settlement,Town square,Town,Public space,Architecture,Plaza,Palace,Facade"
256,Lund_01390,Building,Classical architecture,Property,Architecture,Landmark,Mansion,Estate,Stately home,Real estate,House,Lundagérd,ﬂ Bnapgumup Tutos, Jun 2016,"Building,Classical architecture,Property,Architecture,Landmark,Mansion,Estate,Stately home,Real estate,House"
257,Lund_00766,Building,Classical architecture,Architecture,Landmark,Palace,Facade,Mansion,Estate,Official residence,House,Lundagérd &,.:@) Mario Hiibner, Jun 2014,"Building,Classical architecture,Architecture,Landmark,Palace,Facade,Mansion,Estate,Official residence,House"
258,Lund_00496,Building,Landmark,Property,Architecture,Mansion,Estate,House,Palace,Tree,Official residence,Lundagérd,ﬂ Jaime Mora Salv, Jun 2018,"Building,Landmark,Property,Architecture,Mansion,Estate,House,Palace,Tree,Official residence"
259,Lund_00308,Building,Estate,Château,Property,Mansion,Palace,Stately home,Manor house,Architecture,House,Bantorget ¢,@ Kiryl Shantyka, Jun 2017,"Building,Estate,Château,Property,Mansion,Palace,Stately home,Manor house,Architecture,House"
260,Lund_00445,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Sky,Place of worship,Church,Facade,Historic site,Lund Cathedral,% Zina Mazurkevyc, Jun 2018,"Landmark,Architecture,Building,Medieval architecture,Classical architecture,Sky,Place of worship,Church,Facade,Historic site"
261,Lund_00533,Palace,Landmark,Building,Mansion,Estate,Architecture,Official residence,Stately home,Château,Plaza,Lundagérd,@ Barbara O'Neal, Jun 2017,"Palace,Landmark,Building,Mansion,Estate,Architecture,Official residence,Stately home,Château,Plaza"
262,Lund_02141,Town,Architecture,Vehicle,Building,Sky,Car,Asphalt,City,House,Parking lot,Postombud pa Willys,TV EER), Jun 2017,"Town,Architecture,Vehicle,Building,Sky,Car,Asphalt,City,House,Parking lot"
263,Lund_01934,Body of water,Natural landscape,Pond,Water,Nature,Bank,Fish pond,Nature reserve,Water resources,Vegetation,Stadsparken,A  Alejandro Carrillc, Jun 2016,"Body of water,Natural landscape,Pond,Water,Nature,Bank,Fish pond,Nature reserve,Water resources,Vegetation"
264,Lund_02045,Garden,Nature,Vegetation,Tree,Green,Natural landscape,Botanical garden,Sky,Plant,Botany,Stadsparken 3,Johan Hildor, Jun 2017,"Garden,Nature,Vegetation,Tree,Green,Natural landscape,Botanical garden,Sky,Plant,Botany"
265,Lund_00994,Estate,Building,Property,Mansion,Palace,Architecture,House,Stately home,Manor house,Official residence,Lundagérd,% Timothy Buelow, Jun 2017,"Estate,Building,Property,Mansion,Palace,Architecture,House,Stately home,Manor house,Official residence"
266,Lund_00868,Property,Estate,Building,House,Manor house,Real estate,Home,Mansion,Château,Almshouse,Botanical Garden,a ) anna tennring, Jun 2017,"Property,Estate,Building,House,Manor house,Real estate,Home,Mansion,Château,Almshouse"
267,Lund_00857,Building,Property,Architecture,Town,Landmark,Mansion,Facade,House,Real estate,Apartment,26/6/2016 8,& saad al saifi, Jun 2016,"Building,Property,Architecture,Town,Landmark,Mansion,Facade,House,Real estate,Apartment"
268,Lund_01183,Landmark,Building,Architecture,Town,Sky,Facade,Château,Stately home,House,Arch,Lunds universitet Int,@ Jun Luo, Jun 2017,"Landmark,Building,Architecture,Town,Sky,Facade,Château,Stately home,House,Arch"
269,Lund_02388,Filling station,Fuel,Gasoline,Building,Transport,Vehicle,Petroleum,Gas,Business,Car,CircleK,@ Accede'To Vegar, Jun 2018,"Filling station,Fuel,Gasoline,Building,Transport,Vehicle,Petroleum,Gas,Business,Car"
270,Lund_00801,Building,Human settlement,City,Architecture,Palace,Plaza,Estate,Mansion,Stately home,University,Lundagérd,‘; Ago Pértelpoeg, Jun 2018,"Building,Human settlement,City,Architecture,Palace,Plaza,Estate,Mansion,Stately home,University"
271,Lund_02637,Grass,Lawn,Competition event,Team sport,Team,Sport venue,Player,Stadium,Recreation,Plant,Klostergérdens IP,Q‘ Mats Lundstrom, Jun 2017,"Grass,Lawn,Competition event,Team sport,Team,Sport venue,Player,Stadium,Recreation,Plant"
272,Lund_02100,Garden,Hedge,Shrub,Maze,Grass,Botany,Plant,Toy,Labyrinth,Botanical garden,Kulturen,Chris Maljanovsk, Jun 2016,"Garden,Hedge,Shrub,Maze,Grass,Botany,Plant,Toy,Labyrinth,Botanical garden"
273,Lund_00512,Property,Building,Sky,Estate,Landmark,Architecture,Cloud,Mansion,Palace,House,Lundagérd,@ TR, Jun 2018,"Property,Building,Sky,Estate,Landmark,Architecture,Cloud,Mansion,Palace,House"
274,Lund_01288,Landmark,Sky,Architecture,Building,Daytime,Cathedral,Place of worship,Church,Cloud,Facade,Lund Cathedral :,@ Jun Luo, Jun 2017,"Landmark,Sky,Architecture,Building,Daytime,Cathedral,Place of worship,Church,Cloud,Facade"
275,Lund_02393,Grass,Sport venue,Team sport,Grass family,Grassland,Stadium,Competition event,Lawn,Football,Soccer-specific stadium,Klostergérdens IP,il VPN EY T Lo K3 (o)), Jun 2017,"Grass,Sport venue,Team sport,Grass family,Grassland,Stadium,Competition event,Lawn,Football,Soccer-specific stadium"
276,Lund_00310,Estate,Building,Mansion,Palace,Property,Château,Stately home,House,Official residence,Castle,Lundagérd,Q Nataliya Ruustalt, Jun 2012,"Estate,Building,Mansion,Palace,Property,Château,Stately home,House,Official residence,Castle"
277,Lund_00396,Estate,Building,Mansion,Landmark,Palace,Property,Architecture,Official residence,Stately home,Garden,Lundagérd,Q Nataliya Ruustalt, Jun 2012,"Estate,Building,Mansion,Landmark,Palace,Property,Architecture,Official residence,Stately home,Garden"
278,Lund_01382,Natural landscape,Body of water,Nature,Natural environment,Water resources,Nature reserve,Vegetation,Lake,Water,Bank,L TR TR,Koos van der Vo:, Jun 2018,"Natural landscape,Body of water,Nature,Natural environment,Water resources,Nature reserve,Vegetation,Lake,Water,Bank"
279,Lund_00704,Landmark,Classical architecture,Architecture,Building,Property,Estate,Sky,Mansion,Palace,Stately home,@ Jun Luo,@ Jun Luo, Jun 2017,"Landmark,Classical architecture,Architecture,Building,Property,Estate,Sky,Mansion,Palace,Stately home"
280,Lund_02010,Green,Grass,Sky,Natural landscape,Tree,Land lot,Botany,Lawn,Grass family,Garden,Monument of the baf,Wokitty b, Jun 2017,"Green,Grass,Sky,Natural landscape,Tree,Land lot,Botany,Lawn,Grass family,Garden"
281,Lund_01976,Flower,Pond,Aquatic plant,Natural landscape,Plant,Watercourse,Water resources,Botany,Water,water lily,Botanical Garden,Lyudmila Yonkov, Jun 2018,"Flower,Pond,Aquatic plant,Natural landscape,Plant,Watercourse,Water resources,Botany,Water,water lily"
282,Lund_00792,Estate,Mansion,Building,Official residence,Palace,Property,Stately home,Manor house,Classical architecture,Presidential palace,Lundagérd,swarnendu chatt, Jun 2016,"Estate,Mansion,Building,Official residence,Palace,Property,Stately home,Manor house,Classical architecture,Presidential palace"
283,Lund_02432,Water resources,Natural landscape,Natural environment,Water,Thermokarst,Watercourse,Riparian zone,Bank,Nature reserve,Wetland,Rinnebick Gorge 2,G; Emil Nilsson, Jun 2016,"Water resources,Natural landscape,Natural environment,Water,Thermokarst,Watercourse,Riparian zone,Bank,Nature reserve,Wetland"
284,Lund_01058,Building,Classical architecture,Landmark,Architecture,Property,Mansion,Estate,House,Stately home,Facade,Lundagérd,ﬂ Bnapgumup Tutos, Jun 2016,"Building,Classical architecture,Landmark,Architecture,Property,Mansion,Estate,House,Stately home,Facade"
285,Lund_02694,Sky,Cloud,Nature,Daytime,Natural landscape,Cumulus,Green,Tree,Atmosphere,Atmospheric phenomenon,Killbybadet 8,@l Daniel Kretz, Jun 2017,"Sky,Cloud,Nature,Daytime,Natural landscape,Cumulus,Green,Tree,Atmosphere,Atmospheric phenomenon"
286,Lund_02367,Land lot,Grassland,Vegetation,Pasture,Natural environment,Field,Dirt road,Plain,Grass,Prairie,Killbybadet,@ Peter Nordensva, Jun 2018,"Land lot,Grassland,Vegetation,Pasture,Natural environment,Field,Dirt road,Plain,Grass,Prairie"
287,Lund_00328,Medieval architecture,Landmark,Architecture,Building,Place of worship,Classical architecture,Cathedral,Gothic architecture,Church,Facade,Lund Cathedral c,R UL, Jun 2017,"Medieval architecture,Landmark,Architecture,Building,Place of worship,Classical architecture,Cathedral,Gothic architecture,Church,Facade"
288,Lund_01967,Natural landscape,Nature,Water,Water resources,Pond,Bank,Nature reserve,Grass,Tree,Botany,Sankt Jorgen Park,W11 V], Jun 2017,"Natural landscape,Nature,Water,Water resources,Pond,Bank,Nature reserve,Grass,Tree,Botany"
289,Lund_02747,Grassland,Shooting sport,Land lot,Shooting,Recreation,Clay pigeon shooting,Grass,Skeet shooting,Pasture,Lawn,Lunds Pistolklubb :,@ Jonas Ezzi, Jun 2016,"Grassland,Shooting sport,Land lot,Shooting,Recreation,Clay pigeon shooting,Grass,Skeet shooting,Pasture,Lawn"
290,Lund_02899,Sky,Field,Barley,Grassland,Rye,Natural environment,Plain,Grain,Prairie,Agriculture,L TR TR,\ARYIE T EEG RV ED, Jun 2018,"Sky,Field,Barley,Grassland,Rye,Natural environment,Plain,Grain,Prairie,Agriculture"
291,Lund_01527,Landmark,Architecture,Building,Medieval architecture,Church,Facade,Place of worship,Historic site,Sky,Arch,Lund Cathedral,{‘j Pascal BASROGE, Jun 2018,"Landmark,Architecture,Building,Medieval architecture,Church,Facade,Place of worship,Historic site,Sky,Arch"
292,Lund_02614,Sport venue,Public space,Playground,Skatepark,Park,Recreation,Leisure,Asphalt,Road,City,Linero IP,.@ Martin Andersso, Jun 2016,"Sport venue,Public space,Playground,Skatepark,Park,Recreation,Leisure,Asphalt,Road,City"
293,Lund_00881,Water,Landmark,Reflecting pool,Reflection,Architecture,Building,Estate,Sky,Pond,Tree,Lundagérd c,%C BECL T, Jun 2017,"Water,Landmark,Reflecting pool,Reflection,Architecture,Building,Estate,Sky,Pond,Tree"
294,Lund_02269,Property,Building,Real estate,Facade,Architecture,House,Awning,,,,Linero-Ostra Torn V&,‘;G\ DIIEY T, Jun 2017,
295,Lund_02788,Tree,Green,Grass,Vegetation,Natural landscape,Plant,Woody plant,Land lot,Spring,Lawn,R CY G LT &,{;} Alf Stenbrunn, Jun 2017,"Tree,Green,Grass,Vegetation,Natural landscape,Plant,Woody plant,Land lot,Spring,Lawn"
296,Lund_00695,Landmark,Architecture,Building,Property,Estate,Mansion,Classical architecture,Stately home,House,Château,Lundagérd,& Nikola Mladenov, Jun 2011,"Landmark,Architecture,Building,Property,Estate,Mansion,Classical architecture,Stately home,House,Château"
297,Lund_01622,Town,City,Public space,Human settlement,Tourism,Building,Architecture,Street,Pedestrian,Town square,[T L He 1 BT,Matthew H. Motz, Jun 2018,"Town,City,Public space,Human settlement,Tourism,Building,Architecture,Street,Pedestrian,Town square"
298,Lund_00706,Building,Estate,Palace,Mansion,Architecture,Official residence,Stately home,House,Manor house,Château,Lundagérd ¢,a Kiryl Shantyka, Jun 2017,"Building,Estate,Palace,Mansion,Architecture,Official residence,Stately home,House,Manor house,Château"
299,Lund_01074,Building,Palace,Estate,Sky,Mansion,Cloud,Château,Architecture,Stately home,House,Lundagérd,& Nicolas Brochu, Jun 2018,"Building,Palace,Estate,Sky,Mansion,Cloud,Château,Architecture,Stately home,House"
300,Lund_00514,Building,Landmark,Architecture,Classical architecture,Property,Palace,Estate,Mansion,House,Château,Lundagérd,R N Y VBT e, Jun 2011,"Building,Landmark,Architecture,Classical architecture,Property,Palace,Estate,Mansion,House,Château"
301,Lund_02009,Property,Architecture,Botany,Botanical garden,Building,Garden,Real estate,House,Sky,Tree,Stadsparken 9,"‘, henrik baard", Jun 2017,"Property,Architecture,Botany,Botanical garden,Building,Garden,Real estate,House,Sky,Tree"
302,Lund_00644,Building,Property,Architecture,Landmark,Estate,Mansion,Palace,Classical architecture,House,Facade,Lundagérd 9,Lundagérd 9, Jun 2018,"Building,Property,Architecture,Landmark,Estate,Mansion,Palace,Classical architecture,House,Facade"
303,Lund_01948,Town,Building,Château,Architecture,Sky,Medieval architecture,Roof,Steeple,Castle,Spire,Bantorget,=B oV [T, Jun 2017,"Town,Building,Château,Architecture,Sky,Medieval architecture,Roof,Steeple,Castle,Spire"
304,Lund_01885,Property,House,Building,Home,Town,Architecture,Neighbourhood,Estate,Historic house,Real estate,Kulturen,ﬁ Frida Olsson, Jun 2016,"Property,House,Building,Home,Town,Architecture,Neighbourhood,Estate,Historic house,Real estate"
305,Lund_01663,Sky,Daytime,Public space,Tree,Grass,Park,Garden,Botany,Cloud,Road,Stadsparken,Catalina vasquez, Jun 2018,"Sky,Daytime,Public space,Tree,Grass,Park,Garden,Botany,Cloud,Road"
306,Lund_00899,Building,Medieval architecture,Property,Architecture,Church,Chapel,Brick,Brickwork,Parish,House,Klosterkyrkan ¢,& saad al saifi, Jun 2016,"Building,Medieval architecture,Property,Architecture,Church,Chapel,Brick,Brickwork,Parish,House"
307,Lund_01452,Sport venue,Pond,Grass,Natural landscape,Water resources,Lawn,Land lot,Nature reserve,Water,Bank,Sankt Jorgen Park,Sankt Jorgen Park, Jun 2017,"Sport venue,Pond,Grass,Natural landscape,Water resources,Lawn,Land lot,Nature reserve,Water,Bank"
308,Lund_00270,Architecture,Building,Medieval architecture,Landmark,Classical architecture,Cathedral,Facade,Gothic architecture,Place of worship,Historic site,[T DT TN ET,6 Ask Gasi, Jun 2018,"Architecture,Building,Medieval architecture,Landmark,Classical architecture,Cathedral,Facade,Gothic architecture,Place of worship,Historic site"
309,Lund_01102,Landmark,Building,Architecture,Sky,City,Daytime,Town,Human settlement,Urban area,Facade,The More Hotel Lunc,C) Carlo Pezzoli, Jun 2018,"Landmark,Building,Architecture,Sky,City,Daytime,Town,Human settlement,Urban area,Facade"
310,Lund_01257,Landmark,Architecture,Building,Sky,Classical architecture,Medieval architecture,Tower,Facade,Cathedral,Gothic architecture,Lund Cathedral,Stefan Tscherfing, Jun 2017,"Landmark,Architecture,Building,Sky,Classical architecture,Medieval architecture,Tower,Facade,Cathedral,Gothic architecture"
311,Lund_01868,Landmark,Building,Architecture,Medieval architecture,Town,Classical architecture,Facade,Spire,Roof,Turret,Lund Cathedral,H> Hans Wilhelm He, Jun 2016,"Landmark,Building,Architecture,Medieval architecture,Town,Classical architecture,Facade,Spire,Roof,Turret"
312,Lund_00537,Estate,Building,Mansion,Palace,Official residence,Château,Stately home,Architecture,Manor house,House,2015-06-18_12_25_(,L 1T T, Jun 2015,"Estate,Building,Mansion,Palace,Official residence,Château,Stately home,Architecture,Manor house,House"
313,Lund_00894,Building,Château,Estate,Palace,Mansion,Architecture,Stately home,Castle,Waterway,House,Lundagérd,@%ﬁ Anders Sjostrom, Jun 2018,"Building,Château,Estate,Palace,Mansion,Architecture,Stately home,Castle,Waterway,House"
314,Lund_02134,Wall,Town,Medieval architecture,Building,Landmark,Property,Sky,Architecture,Brick,House,Dekanhuset,ﬁ BN PN R, Jun 2017,"Wall,Town,Medieval architecture,Building,Landmark,Property,Sky,Architecture,Brick,House"
315,Lund_00414,Estate,Building,Property,Mansion,Palace,Landmark,House,Official residence,Château,Stately home,[T T VT,f?‘ SANDHEEP KUM, Jun 2015,"Estate,Building,Property,Mansion,Palace,Landmark,House,Official residence,Château,Stately home"
316,Lund_00697,Classical architecture,Building,Landmark,Architecture,Palace,Facade,Mansion,Official residence,Courthouse,Column,Lundagérd,Q‘* Alexandra Balab:, Jun 2014,"Classical architecture,Building,Landmark,Architecture,Palace,Facade,Mansion,Official residence,Courthouse,Column"
317,Lund_02428,Property,Home,House,Residential area,Building,Real estate,Neighbourhood,Roof,Architecture,Suburb,Pysslingen Forskola,‘;G\ DIIEY T, Jun 2017,"Property,Home,House,Residential area,Building,Real estate,Neighbourhood,Roof,Architecture,Suburb"
318,Lund_02612,Water,Boardwalk,Sky,Deck,Tree,Dock,Wood,Walkway,Cloud,Pier,Killbybadet,i# Marie Cammarot, Jun 2017,"Water,Boardwalk,Sky,Deck,Tree,Dock,Wood,Walkway,Cloud,Pier"
319,Lund_02816,Classical architecture,Landmark,Medieval architecture,Architecture,Building,Facade,Place of worship,Cathedral,Byzantine architecture,Sky,Lundagérd,@ Barbara O'Neal, Jun 2017,"Classical architecture,Landmark,Medieval architecture,Architecture,Building,Facade,Place of worship,Cathedral,Byzantine architecture,Sky"
320,Lund_02598,Sky,Natural landscape,Water,Sunset,River,Reflection,Cloud,Morning,Evening,Light,L TR TR,\ARYIE T EEG RV ED, Jun 2018,"Sky,Natural landscape,Water,Sunset,River,Reflection,Cloud,Morning,Evening,Light"
321,Lund_00612,Building,Medieval architecture,Property,Architecture,Wall,Castle,Tree,Estate,Grass,Stately home,Lundagérd ¢,@ Kiryl Shantyka, Jun 2017,"Building,Medieval architecture,Property,Architecture,Wall,Castle,Tree,Estate,Grass,Stately home"
322,Lund_02154,Body of water,Water resources,Nature,Natural landscape,Water,Bank,Natural environment,Reservoir,River,Atmospheric phenomenon,A nice Little pond ¢,P =], Jun 2017,"Body of water,Water resources,Nature,Natural landscape,Water,Bank,Natural environment,Reservoir,River,Atmospheric phenomenon"
323,Lund_01931,Building,Architecture,Facade,Vehicle,City,Car,Urban area,Neighbourhood,Street,House,[T T o1 T 1T,Artur Muc, Jun 2010,"Building,Architecture,Facade,Vehicle,City,Car,Urban area,Neighbourhood,Street,House"
324,Lund_01881,Landmark,Architecture,Building,Medieval architecture,Sky,Church,Classical architecture,Facade,Place of worship,Historic site,Lund Cathedral :,H  Horst Hesener, Jun 2018,"Landmark,Architecture,Building,Medieval architecture,Sky,Church,Classical architecture,Facade,Place of worship,Historic site"
325,Lund_01904,Architecture,Landmark,Building,Classical architecture,Facade,House,Palace,Sky,City,Statue,Lundagérd,Anders Sjostrom, Jun 2018,"Architecture,Landmark,Building,Classical architecture,Facade,House,Palace,Sky,City,Statue"
326,Lund_01769,Estate,Property,House,Building,Home,Mansion,Manor house,Architecture,Residential area,Grass,Kulturen,. AL P Y, Jun 2017,"Estate,Property,House,Building,Home,Mansion,Manor house,Architecture,Residential area,Grass"
327,Lund_03122,Road,Sky,Cloud,Highway,Asphalt,Lane,Daytime,Freeway,Infrastructure,Transport,Rinnebick Gorge 2,timor talash, Jun 2016,"Road,Sky,Cloud,Highway,Asphalt,Lane,Daytime,Freeway,Infrastructure,Transport"
328,Lund_01273,Architecture,Building,Medieval architecture,Landmark,Gothic architecture,Classical architecture,Place of worship,Cathedral,Church,Sky,Lundagérd,ﬂ Bnapgumup Tutos, Jun 2016,"Architecture,Building,Medieval architecture,Landmark,Gothic architecture,Classical architecture,Place of worship,Cathedral,Church,Sky"
329,Lund_01048,Classical architecture,Building,Landmark,Architecture,Palace,Facade,Sky,Mansion,City,Official residence,Lundagérd 9,6@@ Lau Moura, Jun 2018,"Classical architecture,Building,Landmark,Architecture,Palace,Facade,Sky,Mansion,City,Official residence"
330,Lund_00535,Landmark,Medieval architecture,Architecture,Building,Place of worship,Classical architecture,Facade,Church,Cathedral,Sky,LT T o1 T T,€N Juan Piema, Jun 2018,"Landmark,Medieval architecture,Architecture,Building,Place of worship,Classical architecture,Facade,Church,Cathedral,Sky"
331,Lund_01114,Medieval architecture,Landmark,Architecture,Building,Castle,Fortification,Wall,Historic site,Château,Tree,Lundagérd,R N Y Y EY e, Jun 2011,"Medieval architecture,Landmark,Architecture,Building,Castle,Fortification,Wall,Historic site,Château,Tree"
332,Lund_02715,Lawn,Grass,Grassland,Park,Leisure,Recreation,Summer,Spring,Fun,Tree,Klostergérdens IP,il VPN YT 1o 3o ), Jun 2017,"Lawn,Grass,Grassland,Park,Leisure,Recreation,Summer,Spring,Fun,Tree"
333,Lund_02130,Nature,Green,Water,Grass,Natural landscape,Lawn,Tree,Property,Pond,Botany,Sankt Jorgen Park,Sankt Jorgen Park, Jun 2017,"Nature,Green,Water,Grass,Natural landscape,Lawn,Tree,Property,Pond,Botany"
334,Lund_02147,Botany,Botanical garden,Garden,Tree,Architecture,Reflecting pool,Pond,,,,Lundagérd ¢,Lundagérd ¢, Jun 2018,
335,Lund_02486,Pasture,Grassland,Bovine,Natural landscape,Natural environment,Grazing,Rural area,Meadow,Field,Grass,Rinnebick Gorge,é) [T P T S, Jun 2017,"Pasture,Grassland,Bovine,Natural landscape,Natural environment,Grazing,Rural area,Meadow,Field,Grass"
336,Lund_02677,Team sport,Sky,Grass,Sport venue,Competition event,Team,Championship,Sports,Stadium,Player,Klostergérdens IP,il VPN CY T Lo (o)), Jun 2017,"Team sport,Sky,Grass,Sport venue,Competition event,Team,Championship,Sports,Stadium,Player"
