,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
226,Lund_01430,Sky,Building,Architecture,Landmark,Property,Cloud,Estate,Town,Palace,House,Lundagérd,4{3’ Diego Reyes Gon, Sep 2017,"Sky,Building,Architecture,Landmark,Property,Cloud,Estate,Town,Palace,House"
227,Lund_01334,Building,Palace,Property,Classical architecture,Architecture,Estate,Mansion,Stately home,Official residence,Facade,Lundagérd |,RS R, Sep 2017,"Building,Palace,Property,Classical architecture,Architecture,Estate,Mansion,Stately home,Official residence,Facade"
228,Lund_01972,Steeple,Landmark,Building,Church,Spire,Architecture,Place of worship,Parish,Tower,Sky,[T G VT T BT,YR REERS L, Sep 2016,"Steeple,Landmark,Building,Church,Spire,Architecture,Place of worship,Parish,Tower,Sky"
229,Lund_02114,Medieval architecture,Building,Landmark,Architecture,Historic site,Place of worship,Facade,Church,Cathedral,Temple,[T L He 1 BT,. EECIen, Sep 2017,"Medieval architecture,Building,Landmark,Architecture,Historic site,Place of worship,Facade,Church,Cathedral,Temple"
230,Lund_01640,Tree,Architecture,Building,Estate,Plant,Château,Palace,,,,[T L He 1 BT,. EECIen, Sep 2017,
231,Lund_00567,Estate,Building,Mansion,Landmark,Palace,Architecture,Stately home,Official residence,House,Classical architecture,Lundagérd,i Antanas Staskev, Sep 2009,"Estate,Building,Mansion,Landmark,Palace,Architecture,Stately home,Official residence,House,Classical architecture"
232,Lund_01297,Classical architecture,Landmark,Architecture,Building,Flag,Sky,Facade,Tourist attraction,City,Courthouse,Lundagérd 3,%) Lise Galuga, Sep 2017,"Classical architecture,Landmark,Architecture,Building,Flag,Sky,Facade,Tourist attraction,City,Courthouse"
233,Lund_02717,Natural landscape,Vegetation,Grass,Wilderness,Botany,Grass family,Tree,Grassland,Leaf,Farm,Lund,oy :, Sep 2017,"Natural landscape,Vegetation,Grass,Wilderness,Botany,Grass family,Tree,Grassland,Leaf,Farm"
234,Lund_01267,Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace,Lundagérd,@ ST EE ), Sep 2007,"Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace"
235,Lund_02231,Natural landscape,Garden,Grass,Tree,Green,Property,Lawn,Sky,Shrub,Land lot,Fredentorps Begravn,6 IR DL, Sep 2016,"Natural landscape,Garden,Grass,Tree,Green,Property,Lawn,Sky,Shrub,Land lot"
236,Lund_01759,Metropolitan area,Transport,Urban area,Residential area,Architecture,City,Urban design,Human settlement,Bicycle,Neighbourhood,L E N ERTL T T,Bertil Magnussol, Sep 2006,"Metropolitan area,Transport,Urban area,Residential area,Architecture,City,Urban design,Human settlement,Bicycle,Neighbourhood"
237,Lund_00455,Property,Building,Public space,Architecture,Estate,City,Plaza,Tree,Sky,Real estate,Lundagérd,“’ Adrian Popescu, Sep 2016,"Property,Building,Public space,Architecture,Estate,City,Plaza,Tree,Sky,Real estate"
238,Lund_00599,Building,Landmark,Architecture,Town,City,Medieval architecture,Sky,Church,Facade,Cathedral,[T L He 1 BT,‘g) Bartosz Klukacze, Sep 2014,"Building,Landmark,Architecture,Town,City,Medieval architecture,Sky,Church,Facade,Cathedral"
239,Lund_02905,Building,Houseplant,Interior design,Architecture,Plant,Ceiling,Real estate,Roof,House,Floor,0spAB Plant Departr,D Day Time,Sep 2018,"Building,Houseplant,Interior design,Architecture,Plant,Ceiling,Real estate,Roof,House,Floor"
240,Lund_01530,Sky,Architecture,Tree,Castle,Building,House,Grass,Cloud,Waterway,Château,Lundagérd,Zoltén Berndth, Sep 2017,"Sky,Architecture,Tree,Castle,Building,House,Grass,Cloud,Waterway,Château"
241,Lund_01852,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Cathedral,Gothic architecture,Church,Urban area,Lund Cathedral,Copaceanu Cons, Sep 2016,"Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Cathedral,Gothic architecture,Church,Urban area"
242,Lund_02104,Property,House,Green,Estate,Building,Home,Cottage,Architecture,Manor house,Grass,Botanical Garden,@ Hans Jirgen Klai, Sep 2018,"Property,House,Green,Estate,Building,Home,Cottage,Architecture,Manor house,Grass"
243,Lund_02132,Landmark,Sky,Tower,Town,Architecture,Building,Steeple,City,Spire,Church,Lund Cathedral ¢,M Mirek Bartyzel, Sep 2018,"Landmark,Sky,Tower,Town,Architecture,Building,Steeple,City,Spire,Church"
244,Lund_02220,Architecture,Building,Commercial building,Property,Facade,Headquarters,Corporate headquarters,Sky,Mixed-use,Real estate,MAX IV Laboratory,‘ John Eckerdal, Sep 2018,"Architecture,Building,Commercial building,Property,Facade,Headquarters,Corporate headquarters,Sky,Mixed-use,Real estate"
245,Lund_01278,Building,Property,Estate,Town,Architecture,Human settlement,City,Public space,Mansion,Neighbourhood,University Library,fﬂr: BN, Sep 2017,"Building,Property,Estate,Town,Architecture,Human settlement,City,Public space,Mansion,Neighbourhood"
246,Lund_02810,Landmark,Palace,Building,Estate,Mansion,Property,Classical architecture,Architecture,House,Stately home,FLELLA T RO TY,9 Nattawat Palaka, Sep 2007,"Landmark,Palace,Building,Estate,Mansion,Property,Classical architecture,Architecture,House,Stately home"
247,Lund_02113,Water resources,Body of water,Pond,Watercourse,Water,Fish pond,Natural landscape,Nature reserve,Bank,Riparian zone,Stadsparken 9,@ Jonas Lundin, Sep 2018,"Water resources,Body of water,Pond,Watercourse,Water,Fish pond,Natural landscape,Nature reserve,Bank,Riparian zone"
248,Lund_02095,Landmark,Medieval architecture,Architecture,Building,Town,Historic site,Wall,Sky,Facade,Church,[T L He G B T,(é 7 Paulina Belenitsk, Sep 2018,"Landmark,Medieval architecture,Architecture,Building,Town,Historic site,Wall,Sky,Facade,Church"
249,Lund_00472,Estate,Building,Mansion,Château,Architecture,Castle,House,Stately home,Grass,Palace,Stadsparken 3,’ Joe Bunting, Sep 2017,"Estate,Building,Mansion,Château,Architecture,Castle,House,Stately home,Grass,Palace"
250,Lund_01638,Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Classical architecture,Stately home,Cathedral,Estate,[T L He 1 BT,. EECIen, Sep 2017,"Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Classical architecture,Stately home,Cathedral,Estate"
251,Lund_02440,Building,Transport,Architecture,Sky,Commercial building,Car,Vehicle,Facade,Ford motor company,Car dealership,,, Sep 2017,"Building,Transport,Architecture,Sky,Commercial building,Car,Vehicle,Facade,Ford motor company,Car dealership"
252,Lund_03155,Sky,Green,Grassland,Cloud,Land lot,Pasture,Grass,Rural area,Farm,Plain,Rinnebick Gorge 2,Maria Tracz, Sep 2016,"Sky,Green,Grassland,Cloud,Land lot,Pasture,Grass,Rural area,Farm,Plain"
253,Lund_01054,Natural landscape,Nature,Sky,Water,Reflection,Natural environment,Vegetation,Green,Nature reserve,Cloud,Autumn flood at the,\ ) Anna Honkanen, Sep 2017,"Natural landscape,Nature,Sky,Water,Reflection,Natural environment,Vegetation,Green,Nature reserve,Cloud"
254,Lund_02725,Natural landscape,Grassland,Vegetation,Natural environment,Nature reserve,Pasture,Shrubland,Grass,Plant community,Meadow,Killbybadet,:) Anna Honkanen, Sep 2017,"Natural landscape,Grassland,Vegetation,Natural environment,Nature reserve,Pasture,Shrubland,Grass,Plant community,Meadow"
255,Lund_00070,Building,Landmark,Architecture,Medieval architecture,Town,Church,Facade,City,Historic site,Place of worship,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018,"Building,Landmark,Architecture,Medieval architecture,Town,Church,Facade,City,Historic site,Place of worship"
256,Lund_02416,Grass,Green,Sport venue,Artificial turf,Public space,Lawn,Playground,Plant,Outdoor play equipment,Recreation,Fossilparken,] y Tommy Garting, Sep 2018,"Grass,Green,Sport venue,Artificial turf,Public space,Lawn,Playground,Plant,Outdoor play equipment,Recreation"
257,Lund_00620,Town,Building,Property,Public space,Human settlement,House,City,Town square,Architecture,Estate,",u:, NG T LN",",u:, NG T LN", Sep 2017,"Town,Building,Property,Public space,Human settlement,House,City,Town square,Architecture,Estate"
258,Lund_00079,Building,Landmark,Architecture,Estate,Stately home,College,Sky,City,Campus,Tree,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018,"Building,Landmark,Architecture,Estate,Stately home,College,Sky,City,Campus,Tree"
259,Lund_01095,Estate,Building,Property,Mansion,Palace,House,Architecture,Stately home,Official residence,Manor house,Lundagérd 9,P Ly, Sep 2013,"Estate,Building,Property,Mansion,Palace,House,Architecture,Stately home,Official residence,Manor house"
260,Lund_00628,Building,Property,Estate,Human settlement,Town,City,Public space,Architecture,Grass,Neighbourhood,Lundagérd 9,P Pulak Barua, Sep 2017,"Building,Property,Estate,Human settlement,Town,City,Public space,Architecture,Grass,Neighbourhood"
261,Lund_01605,Building,Landmark,Property,Town,Architecture,Neighbourhood,Residential area,Urban area,City,House,Lundagérd,“’ Adrian Popescu, Sep 2016,"Building,Landmark,Property,Town,Architecture,Neighbourhood,Residential area,Urban area,City,House"
262,Lund_02578,Water,Natural environment,Water resources,Sky,Ecoregion,Land lot,Plain,Grass,Landscape,Soil,Rabysjon och Raby s,g ) Ulrik Ivarsson, Sep 2016,"Water,Natural environment,Water resources,Sky,Ecoregion,Land lot,Plain,Grass,Landscape,Soil"
263,Lund_02621,Building,Property,Real estate,Facade,Architecture,Commercial building,Advertising,Signage,City,,ICA Supermarket Lin,[ETERTG RG], Sep 2017,
264,Lund_00187,Building,Landmark,Architecture,Sky,Property,Town,Urban area,Brick,House,Wall,Magle Konserthus,@ Hans Jirgen Klai, Sep 2018,"Building,Landmark,Architecture,Sky,Property,Town,Urban area,Brick,House,Wall"
265,Lund_00390,Building,Architecture,Church,Place of worship,Medieval architecture,Estate,Tree,Parish,Historic site,Classical architecture,Lundagérd 9,P Pulak Barua, Sep 2017,"Building,Architecture,Church,Place of worship,Medieval architecture,Estate,Tree,Parish,Historic site,Classical architecture"
266,Lund_00626,Building,Estate,Classical architecture,Mansion,Palace,Architecture,Stately home,Official residence,Château,Presidential palace,Lundagérd,ﬂ Dimitri Claerbout, Sep 2016,"Building,Estate,Classical architecture,Mansion,Palace,Architecture,Stately home,Official residence,Château,Presidential palace"
267,Lund_00012,Property,Building,Architecture,House,Town,Estate,Real estate,Home,City,Facade,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009,"Property,Building,Architecture,House,Town,Estate,Real estate,Home,City,Facade"
268,Lund_02106,Tree,Building,Sky,Architecture,House,Castle,Grass,Plant,Facade,Estate,Lundagérd,Lundagérd, Sep 2017,"Tree,Building,Sky,Architecture,House,Castle,Grass,Plant,Facade,Estate"
269,Lund_01265,Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace,Lundagérd,@ ST EE ), Sep 2007,"Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace"
270,Lund_00901,Building,Property,Castle,Estate,Château,Stately home,Architecture,Tree,Sky,Manor house,Lundagérd ¢,.y t, Sep 2017,"Building,Property,Castle,Estate,Château,Stately home,Architecture,Tree,Sky,Manor house"
271,Lund_00032,Public space,City,Town,Human settlement,Architecture,Mode of transport,Building,Tree,Town square,Bicycle,Rathaus,@ Hans Jirgen Klai, Sep 2018,"Public space,City,Town,Human settlement,Architecture,Mode of transport,Building,Tree,Town square,Bicycle"
272,Lund_01732,Building,Landmark,Town,Human settlement,City,Public space,Architecture,Plaza,Facade,Town square,Lundagérd,Aleksandra Déag, Sep 2017,"Building,Landmark,Town,Human settlement,City,Public space,Architecture,Plaza,Facade,Town square"
273,Lund_00513,Estate,Building,Property,Mansion,Landmark,Stately home,Palace,Architecture,House,Official residence,[T T VT,@ Adrian Popescu, Sep 2016,"Estate,Building,Property,Mansion,Landmark,Stately home,Palace,Architecture,House,Official residence"
274,Lund_02206,Property,Transport,Building,Architecture,Commercial building,Asphalt,Roof,House,,,MAX IV Laboratory,6 IR DL, Sep 2016,
275,Lund_01387,Landmark,Building,Architecture,Mansion,Estate,Palace,Stately home,Official residence,Botany,Classical architecture,Lundagérd,Lundagérd, Sep 2017,"Landmark,Building,Architecture,Mansion,Estate,Palace,Stately home,Official residence,Botany,Classical architecture"
276,Lund_01883,Medieval architecture,Building,Architecture,Landmark,Church,Place of worship,Classical architecture,Cathedral,Parish,Historic site,Lundagérd,Sai Prathyusha K, Sep 2017,"Medieval architecture,Building,Architecture,Landmark,Church,Place of worship,Classical architecture,Cathedral,Parish,Historic site"
277,Lund_02809,Landmark,Palace,Building,Estate,Mansion,Property,Classical architecture,Architecture,House,Stately home,FLELLA T RO TY,9 Nattawat Palaka, Sep 2007,"Landmark,Palace,Building,Estate,Mansion,Property,Classical architecture,Architecture,House,Stately home"
278,Lund_02202,Transport,Building,Vehicle,Facade,Architecture,Bicycle,Recreation,,,,Steven Vancoillie,Steven Vancoillie, Sep 2016,
279,Lund_00340,Building,Landmark,Sky,Architecture,Property,Town,Human settlement,City,Estate,Château,University Library,% Guillermo Fronte, Sep 2018,"Building,Landmark,Sky,Architecture,Property,Town,Human settlement,City,Estate,Château"
280,Lund_03187,Landmark,Architecture,Building,Winter,Sky,Town,City,Public space,Mansion,Palace,Lundagérd,Adrian Popescu, Sep 2016,"Landmark,Architecture,Building,Winter,Sky,Town,City,Public space,Mansion,Palace"
281,Lund_02494,Goal,Sky,Sport venue,Cloud,Atmosphere,Grass,Football,Player,Stadium,Net,Klostergérdens IP,Florian Weissbac, Sep 2018,"Goal,Sky,Sport venue,Cloud,Atmosphere,Grass,Football,Player,Stadium,Net"
282,Lund_02550,Natural landscape,Pasture,Land lot,Vegetation,Natural environment,Nature reserve,Grassland,Tree,Grass,Meadow,Nobbelbvs mosse,Q Peter Nordensva, Sep 2016,"Natural landscape,Pasture,Land lot,Vegetation,Natural environment,Nature reserve,Grassland,Tree,Grass,Meadow"
283,Lund_02829,Garden,Estate,Flower,Landmark,Mansion,Palace,Spring,Plant,Stately home,Building,Lundagérd 9,L 1T T, Sep 2013,"Garden,Estate,Flower,Landmark,Mansion,Palace,Spring,Plant,Stately home,Building"
284,Lund_02171,Landmark,Architecture,Medieval architecture,Building,Historic site,Sky,Tower,Tree,Facade,History,Lundagérd,&;‘ Mirja Markkula, Sep 2017,"Landmark,Architecture,Medieval architecture,Building,Historic site,Sky,Tower,Tree,Facade,History"
285,Lund_02163,Property,House,Building,Home,Architecture,Wall,Roof,Residential area,Estate,Almshouse,,, Sep 2017,"Property,House,Building,Home,Architecture,Wall,Roof,Residential area,Estate,Almshouse"
286,Lund_02867,Spire,Steeple,Landmark,Church,Building,Architecture,Sky,Place of worship,Tower,Tree,Allhelgonakyrkan,:}.h Jorge Gavilanes, Sep 2017,"Spire,Steeple,Landmark,Church,Building,Architecture,Sky,Place of worship,Tower,Tree"
287,Lund_00197,Public space,Town,Plaza,Street light,Town square,Human settlement,City,Light fixture,Tourism,Statue,Lund,@ Margaret Camille, Sep 2017,"Public space,Town,Plaza,Street light,Town square,Human settlement,City,Light fixture,Tourism,Statue"
288,Lund_00394,Estate,Mansion,Landmark,Building,Property,Architecture,House,Sky,Official residence,Botany,Lundagérd,@ leva Paskauskait, Sep 2015,"Estate,Mansion,Landmark,Building,Property,Architecture,House,Sky,Official residence,Botany"
289,Lund_00001,Building,Landmark,Town,Architecture,City,Property,Human settlement,Facade,Mixed-use,Sky,' Maja Rehnberg,' Maja Rehnberg, Sep 2017,"Building,Landmark,Town,Architecture,City,Property,Human settlement,Facade,Mixed-use,Sky"
290,Lund_00048,Brickwork,Brick,Architecture,Wall,Property,Arch,Building,House,Town,Iron,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009,"Brickwork,Brick,Architecture,Wall,Property,Arch,Building,House,Town,Iron"
291,Lund_02857,Building,Estate,Classical architecture,Landmark,Mansion,Official residence,Palace,Architecture,Presidential palace,Stately home,Lundagérd,Ibrahim Akkash, Sep 2016,"Building,Estate,Classical architecture,Landmark,Mansion,Official residence,Palace,Architecture,Presidential palace,Stately home"
292,Lund_01052,Building,Architecture,Church,Landmark,Place of worship,Medieval architecture,Parish,Grass,Estate,Cathedral,Lundagérd,@ Ibrahim Akkash, Sep 2016,"Building,Architecture,Church,Landmark,Place of worship,Medieval architecture,Parish,Grass,Estate,Cathedral"
293,Lund_02544,Architecture,Property,Building,Facade,Arch,House,Sky,Roof,Medieval architecture,Historic site,Stora Raby Kyrka,"',& Meta Larsson", Sep 2018,"Architecture,Property,Building,Facade,Arch,House,Sky,Roof,Medieval architecture,Historic site"
294,Lund_00127,Water,Water feature,Fountain,Font,Architecture,Courtyard,Estate,Building,,,e Saadiyah Darus,e Saadiyah Darus, Sep 2009,
295,Lund_00541,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016,"Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture"
296,Lund_01750,Property,Transport,Architecture,Town,Building,House,Neighbourhood,Human settlement,City,Residential area,Lundagérd 9,.@ UIf Larsson, Sep 2018,"Property,Transport,Architecture,Town,Building,House,Neighbourhood,Human settlement,City,Residential area"
297,Lund_01841,Town,Public space,Sky,City,Human settlement,Town square,Architecture,Tourism,Road surface,Building,Lund Market Hall ¢,=1V A (LT, Sep 2017,"Town,Public space,Sky,City,Human settlement,Town square,Architecture,Tourism,Road surface,Building"
298,Lund_03196,Building,Estate,Property,Château,Mansion,Stately home,Manor house,Architecture,Historic house,Palace,Bantorget 8,(VGRG0, Sep 2017,"Building,Estate,Property,Château,Mansion,Stately home,Manor house,Architecture,Historic house,Palace"
299,Lund_02264,Transport,Road,Sky,Architecture,Urban area,Infrastructure,City,Building,Cloud,Street,Biltema 3,EEF S, Sep 2016,"Transport,Road,Sky,Architecture,Urban area,Infrastructure,City,Building,Cloud,Street"
300,Lund_02245,Building,Architecture,Real estate,Commercial building,Facade,Mixed-use,City,,,,ICA Supermarket Lin,[ETERTG RG], Sep 2017,
301,Lund_02854,Wall,Sky,Building,Architecture,Estate,Grass,Tree,Cloud,Tourism,Fortification,Lundagérd 9,L 1T T, Sep 2013,"Wall,Sky,Building,Architecture,Estate,Grass,Tree,Cloud,Tourism,Fortification"
302,Lund_01106,Building,Architecture,Landmark,Medieval architecture,Classical architecture,City,Cathedral,Facade,Sky,Place of worship,Lund Cathedral,E ) Edwin Meulman, Sep 2017,"Building,Architecture,Landmark,Medieval architecture,Classical architecture,City,Cathedral,Facade,Sky,Place of worship"
303,Lund_01671,Daytime,Sky,Land lot,Grass,Residential area,Real estate,House,Architecture,Landscape,Building,Fossilparken,Amanda Janse, Sep 2017,"Daytime,Sky,Land lot,Grass,Residential area,Real estate,House,Architecture,Landscape,Building"
304,Lund_00016,Vegetation,Tree,Botany,Garden,Palm tree,Botanical garden,Arecales,Plant,Sunlight,House,Botanical Garden,@ Hans Jirgen Klai, Sep 2018,"Vegetation,Tree,Botany,Garden,Palm tree,Botanical garden,Arecales,Plant,Sunlight,House"
305,Lund_00493,Medieval architecture,Landmark,Architecture,Building,Classical architecture,Place of worship,Church,Historic site,Sky,Facade,[T T o1 T T,.’IE‘” ALV, Sep 2016,"Medieval architecture,Landmark,Architecture,Building,Classical architecture,Place of worship,Church,Historic site,Sky,Facade"
306,Lund_01601,Building,Architecture,Landmark,Medieval architecture,Facade,Church,Place of worship,Steeple,Sky,Cathedral,LT T o1 T T T,sasan fallahi, Sep 2016,"Building,Architecture,Landmark,Medieval architecture,Facade,Church,Place of worship,Steeple,Sky,Cathedral"
307,Lund_01689,Town,Building,City,Landmark,Architecture,Human settlement,Residential area,Sky,Urban area,Home,Lund C,@ Diego Reyes Gon, Sep 2017,"Town,Building,City,Landmark,Architecture,Human settlement,Residential area,Sky,Urban area,Home"
308,Lund_00062,Estate,Building,Mansion,Property,Palace,Stately home,Architecture,House,Sky,Official residence,Lund,"lfg, Ralil Menéndez", Sep 2008,"Estate,Building,Mansion,Property,Palace,Stately home,Architecture,House,Sky,Official residence"
