,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
223,Lund_00708,Building,Landmark,Architecture,Grass,Church,Tree,Medieval architecture,Sky,Stately home,Estate,Lund Cathedral,A  Alejandro Carrillc, Aug 2016,"Building,Landmark,Architecture,Grass,Church,Tree,Medieval architecture,Sky,Stately home,Estate"
224,Lund_00213,Tree,Architecture,Landmark,Urban area,Town,Building,Wall,City,Public space,Street,‘i’) [N,‘i’) [N, Aug 2018,"Tree,Architecture,Landmark,Urban area,Town,Building,Wall,City,Public space,Street"
225,Lund_00776,Building,Landmark,Estate,Mansion,Palace,Property,Architecture,House,Official residence,Sky,,, Aug 2016,"Building,Landmark,Estate,Mansion,Palace,Property,Architecture,House,Official residence,Sky"
226,Lund_00560,Building,Landmark,Architecture,Property,Palace,Stately home,Estate,Classical architecture,Château,Facade,Lundagérd,ESRVNTISVIN: Y, Aug 2017,"Building,Landmark,Architecture,Property,Palace,Stately home,Estate,Classical architecture,Château,Facade"
227,Lund_02197,Building,Property,Architecture,Mixed-use,Apartment,Neighbourhood,House,Residential area,Real estate,Commercial building,Asylen,ﬁ BN PN R, Aug 2017,"Building,Property,Architecture,Mixed-use,Apartment,Neighbourhood,House,Residential area,Real estate,Commercial building"
228,Lund_00341,Building,Estate,Mansion,Property,Landmark,House,Architecture,Palace,Classical architecture,Official residence,Lundagérd 9,B Ben Weston, Aug 2018,"Building,Estate,Mansion,Property,Landmark,House,Architecture,Palace,Classical architecture,Official residence"
229,Lund_02646,Hay,Field,Straw,Farm,Harvest,Grass family,Rural area,Tree,Agriculture,Plant,Nobbel6vs mosse,i\ 1T T, Aug 2014,"Hay,Field,Straw,Farm,Harvest,Grass family,Rural area,Tree,Agriculture,Plant"
230,Lund_02438,Natural landscape,Body of water,Nature,Sky,Vegetation,Nature reserve,Water resources,Water,Lake,Natural environment,L TR TR,O ) Olexiy Avramche!, Aug 2017,"Natural landscape,Body of water,Nature,Sky,Vegetation,Nature reserve,Water resources,Water,Lake,Natural environment"
231,Lund_01738,Garden,Lawn,Yard,Natural landscape,Botanical garden,Grass,Walkway,Landscape,Flower,Landscaping,Botanical Garden,Hasse Johansso, Aug 2017,"Garden,Lawn,Yard,Natural landscape,Botanical garden,Grass,Walkway,Landscape,Flower,Landscaping"
232,Lund_00820,Cobblestone,Town,Public space,Sky,Human settlement,Flooring,City,Town square,Tourism,Street,Stortorget c,(r;’ Mato Bo$njak, Aug 2016,"Cobblestone,Town,Public space,Sky,Human settlement,Flooring,City,Town square,Tourism,Street"
233,Lund_02882,Property,Building,Architecture,Tree,Estate,Urban area,House,Manor house,Mansion,Sky,. jLarsen,. jLarsen, Aug 2017,"Property,Building,Architecture,Tree,Estate,Urban area,House,Manor house,Mansion,Sky"
234,Lund_00045,Landmark,Architecture,Building,Sky,Cathedral,Church,Town,Tree,Wall,City,. Robert Henger,. Robert Henger, Aug 2018,"Landmark,Architecture,Building,Sky,Cathedral,Church,Town,Tree,Wall,City"
235,Lund_01485,Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany,Botanical Garden,Michael Sturaro, Aug 2016,"Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany"
236,Lund_01475,Town,City,Street,Human settlement,Building,Urban area,Road,Architecture,Public space,Downtown,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Town,City,Street,Human settlement,Building,Urban area,Road,Architecture,Public space,Downtown"
237,Lund_00124,Town,City,Building,Human settlement,Pedestrian,Street,Plaza,Neighbourhood,Public space,Architecture,"‘é"" [N","‘é"" [N", Aug 2018,"Town,City,Building,Human settlement,Pedestrian,Street,Plaza,Neighbourhood,Public space,Architecture"
238,Lund_01739,Building,Property,Estate,Stately home,Architecture,Mansion,Palace,Manor house,Château,Official residence,Lundagérd,é_ Lucian Gevelegia, Aug 2008,"Building,Property,Estate,Stately home,Architecture,Mansion,Palace,Manor house,Château,Official residence"
239,Lund_00092,Building,Town,Electronic signage,Restaurant,Signage,Architecture,City,Facade,Mixed-use,Downtown,"‘é"" [N","‘é"" [N", Aug 2018,"Building,Town,Electronic signage,Restaurant,Signage,Architecture,City,Facade,Mixed-use,Downtown"
240,Lund_00180,Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,Street,[T ¢,@ Mato Bo$njak, Aug 2016,"Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,Street"
241,Lund_00700,Landmark,Architecture,Building,Sky,Medieval architecture,Cathedral,Town,City,Gothic architecture,Facade,Lundagérd 9,//*5;' Streifi Greif, Aug 2017,"Landmark,Architecture,Building,Sky,Medieval architecture,Cathedral,Town,City,Gothic architecture,Facade"
242,Lund_00458,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014,"Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture"
243,Lund_02541,Sky,Natural landscape,Sea,Horizon,Cloud,Water,Coast,Land lot,Grass,Plain,Klosteréngshojden,Klosteréngshojden, Aug 2016,"Sky,Natural landscape,Sea,Horizon,Cloud,Water,Coast,Land lot,Grass,Plain"
244,Lund_00457,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014,"Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture"
245,Lund_01801,Reflecting pool,Water,Botany,Botanical garden,Tree,Pond,Garden,Park,Architecture,Fountain,Lundagérd,Fernando Gémez, Aug 2017,"Reflecting pool,Water,Botany,Botanical garden,Tree,Pond,Garden,Park,Architecture,Fountain"
246,Lund_02089,Property,Garden,House,Estate,Natural landscape,Lawn,Home,Landscaping,Building,Tree,Botanical Garden,Krisztina Boldisn, Aug 2016,"Property,Garden,House,Estate,Natural landscape,Lawn,Home,Landscaping,Building,Tree"
247,Lund_00980,Town,City,Public space,Human settlement,Town square,Building,Architecture,Plaza,Street,Tourism,[T e T T T,@ Daniel Klein, Aug 2018,"Town,City,Public space,Human settlement,Town square,Building,Architecture,Plaza,Street,Tourism"
248,Lund_00056,Property,House,Home,Residential area,Town,Land lot,Building,Estate,Cottage,Rural area,"‘é"" [N","‘é"" [N", Aug 2018,"Property,House,Home,Residential area,Town,Land lot,Building,Estate,Cottage,Rural area"
249,Lund_02038,Sky,Cloud,Water,Reflection,Architecture,River,Morning,Waterway,Evening,Atmosphere,Nova,@ Leif Tomas Olssc, Aug 2017,"Sky,Cloud,Water,Reflection,Architecture,River,Morning,Waterway,Evening,Atmosphere"
250,Lund_03199,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Church,Steeple,Place of worship,Spire,Facade,[T L He 1 BT,qﬁi Maxime LMA, Aug 2018,"Landmark,Building,Architecture,Medieval architecture,Classical architecture,Church,Steeple,Place of worship,Spire,Facade"
251,Lund_02821,Property,Building,Estate,Medieval architecture,Architecture,House,Castle,Tree,Château,Manor house,Lundagérd,Lundagérd, Aug 2017,"Property,Building,Estate,Medieval architecture,Architecture,House,Castle,Tree,Château,Manor house"
252,Lund_00199,Night,Building,Street,City,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018,
253,Lund_00821,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Facade,Cathedral,Classical architecture,Sky,[T L He 1 BT,‘g\ Thomas Crahay, Aug 2017,"Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Facade,Cathedral,Classical architecture,Sky"
254,Lund_01492,Landmark,Building,Architecture,Medieval architecture,Cathedral,Place of worship,Classical architecture,Church,Facade,Gothic architecture,Lund Cathedral,RICUCEIEE, Aug 2016,"Landmark,Building,Architecture,Medieval architecture,Cathedral,Place of worship,Classical architecture,Church,Facade,Gothic architecture"
255,Lund_02796,Tree,Branch,Twig,Woody plant,Plant,Leaf,Sky,Sunlight,Deciduous,Plant stem,"‘é"" [N","‘é"" [N", Aug 2018,"Tree,Branch,Twig,Woody plant,Plant,Leaf,Sky,Sunlight,Deciduous,Plant stem"
256,Lund_00667,Landmark,Sky,Building,Architecture,Palace,Estate,Mansion,City,Tree,Stately home,Lundagérd,% William Térneber, Aug 2016,"Landmark,Sky,Building,Architecture,Palace,Estate,Mansion,City,Tree,Stately home"
257,Lund_00522,Building,Estate,Landmark,Architecture,Palace,Mansion,Classical architecture,Property,Stately home,Official residence,Lundagérd 9,(o) JoL RV, Aug 2018,"Building,Estate,Landmark,Architecture,Palace,Mansion,Classical architecture,Property,Stately home,Official residence"
258,Lund_00112,Building,Property,House,Architecture,Home,Real estate,Tree,Facade,Window,Historic house,"‘é"" [N","‘é"" [N", Aug 2018,"Building,Property,House,Architecture,Home,Real estate,Tree,Facade,Window,Historic house"
259,Lund_00172,Landmark,Architecture,Building,Tower,Church,Tree,Steeple,Sky,Place of worship,Winter,‘i’) [N,‘i’) [N, Aug 2018,"Landmark,Architecture,Building,Tower,Church,Tree,Steeple,Sky,Place of worship,Winter"
260,Lund_00138,Town,Neighbourhood,Building,Street,Human settlement,City,Pedestrian,Downtown,Urban area,Architecture,"‘é"" [N","‘é"" [N", Aug 2018,"Town,Neighbourhood,Building,Street,Human settlement,City,Pedestrian,Downtown,Urban area,Architecture"
261,Lund_01523,Wall,Castle,Building,Architecture,Fortification,Medieval architecture,Tree,Château,History,Sky,Lundagérd,"(&, =1 0 YT", Aug 2017,"Wall,Castle,Building,Architecture,Fortification,Medieval architecture,Tree,Château,History,Sky"
262,Lund_00168,Tree,Woody plant,Plant,Car,Vehicle,Residential area,Architecture,Building,Grass,House,"‘é"" [N","‘é"" [N", Aug 2018,"Tree,Woody plant,Plant,Car,Vehicle,Residential area,Architecture,Building,Grass,House"
263,Lund_00477,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate,Lundagérd,G  Giliana Gallegra, Aug 2018,"Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate"
264,Lund_01129,Property,Building,House,Residential area,Town,Home,Architecture,Real estate,Neighbourhood,Estate,Kulturen,"""“ Kcenus Llanosa", Aug 2017,"Property,Building,House,Residential area,Town,Home,Architecture,Real estate,Neighbourhood,Estate"
265,Lund_00741,Medieval architecture,Architecture,Building,Landmark,Place of worship,Gothic architecture,Cathedral,Church,Classical architecture,Steeple,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Medieval architecture,Architecture,Building,Landmark,Place of worship,Gothic architecture,Cathedral,Church,Classical architecture,Steeple"
266,Lund_00462,Estate,Palace,Sky,Building,Landmark,Château,Mansion,Stately home,Castle,Architecture,Lundagérd,&) Breogén Gémez, Aug 2017,"Estate,Palace,Sky,Building,Landmark,Château,Mansion,Stately home,Castle,Architecture"
267,Lund_00086,Classical architecture,Architecture,Landmark,Column,Building,Facade,Ancient roman architecture,Arch,Material property,Stock photography,‘i’) [N,‘i’) [N, Aug 2018,"Classical architecture,Architecture,Landmark,Column,Building,Facade,Ancient roman architecture,Arch,Material property,Stock photography"
268,Lund_01044,Building,Estate,Mansion,Classical architecture,Landmark,Palace,Architecture,Official residence,Stately home,Presidential palace,Lundagérd,G  Giliana Gallegra, Aug 2018,"Building,Estate,Mansion,Classical architecture,Landmark,Palace,Architecture,Official residence,Stately home,Presidential palace"
269,Lund_02020,Property,House,Building,Architecture,Estate,Real estate,Home,Mansion,Roof,Residential area,Kulturen |,Kulturen |, Aug 2016,"Property,House,Building,Architecture,Estate,Real estate,Home,Mansion,Roof,Residential area"
270,Lund_02028,Building,Property,Estate,Tree,Sky,Architecture,Stately home,House,Grass,Mansion,Lundagérd,Jens Sonn, Aug 2017,"Building,Property,Estate,Tree,Sky,Architecture,Stately home,House,Grass,Mansion"
271,Lund_00516,Building,Estate,Mansion,Property,Palace,Landmark,Stately home,Architecture,Classical architecture,Official residence,Lundagard ¢,. 21308, Aug 2018,"Building,Estate,Mansion,Property,Palace,Landmark,Stately home,Architecture,Classical architecture,Official residence"
272,Lund_01119,Building,Landmark,Architecture,Medieval architecture,Property,Facade,Brick,Stately home,Arch,Brickwork,Lund Cathedral,; P RS E, Aug 2017,"Building,Landmark,Architecture,Medieval architecture,Property,Facade,Brick,Stately home,Arch,Brickwork"
273,Lund_02405,Water,Landmark,Sky,Architecture,Tree,Botany,Street light,Garden,Spring,Building,Lundagérd,@ (&= T ] YT, Aug 2017,"Water,Landmark,Sky,Architecture,Tree,Botany,Street light,Garden,Spring,Building"
274,Lund_00525,Building,Mansion,Property,Estate,Palace,Architecture,Landmark,House,Classical architecture,Stately home,Lundagérd 9,C ) Carin Gardén, Aug 2018,"Building,Mansion,Property,Estate,Palace,Architecture,Landmark,House,Classical architecture,Stately home"
275,Lund_01290,Garden,Botanical garden,Shrub,Lawn,Tree,Natural landscape,Flower,Plant,Spring,Botany,Botanical Garden,Krisztina Boldisn, Aug 2016,"Garden,Botanical garden,Shrub,Lawn,Tree,Natural landscape,Flower,Plant,Spring,Botany"
276,Lund_02304,Natural landscape,Grassland,Natural environment,Plain,Sky,Field,Pasture,Land lot,Grass,Prairie,L EENE,RCLEEL 0], Aug 2016,"Natural landscape,Grassland,Natural environment,Plain,Sky,Field,Pasture,Land lot,Grass,Prairie"
277,Lund_00260,Landmark,Building,Estate,Mansion,Palace,Architecture,Official residence,House,Presidential palace,Stately home,Lundagérd 8,@ Zhu Yanwei, Aug 2017,"Landmark,Building,Estate,Mansion,Palace,Architecture,Official residence,House,Presidential palace,Stately home"
278,Lund_00907,Building,Architecture,Landmark,Classical architecture,Palace,Property,Mansion,Estate,House,Facade,Lundagérd,0 Joachim Maxein, Aug 2017,"Building,Architecture,Landmark,Classical architecture,Palace,Property,Mansion,Estate,House,Facade"
279,Lund_00370,Building,Palace,Estate,Mansion,Architecture,Official residence,Stately home,Château,Presidential palace,House,A LG,& Victor Kalbskopf, Aug 2016,"Building,Palace,Estate,Mansion,Architecture,Official residence,Stately home,Château,Presidential palace,House"
280,Lund_00198,Grassland,Grass,Road,Walking,Field,Grass family,Plain,Tree,Rural area,Ecoregion,‘i’) [N,‘i’) [N, Aug 2018,"Grassland,Grass,Road,Walking,Field,Grass family,Plain,Tree,Rural area,Ecoregion"
281,Lund_01704,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate,Lundagérd 9,Crac Isacuk, Aug 2018,"Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate"
282,Lund_02862,Sky,Landmark,Grass,Natural landscape,Tree,Cloud,Monument,Memorial,Tower,Rural area,Lund Cathedral,@ (LTI, Aug 2017,"Sky,Landmark,Grass,Natural landscape,Tree,Cloud,Monument,Memorial,Tower,Rural area"
283,Lund_01479,Property,House,Home,Building,Water,Real estate,Waterway,Residential area,Cottage,Village,Kulturen,=1LV ), Aug 2018,"Property,House,Home,Building,Water,Real estate,Waterway,Residential area,Cottage,Village"
284,Lund_02385,Sky,Cloud,Field,Hay,Pasture,Plain,Rural area,Straw,Farm,Grassland,Nobbel6vs mosse,L 1T T, Aug 2014,"Sky,Cloud,Field,Hay,Pasture,Plain,Rural area,Straw,Farm,Grassland"
285,Lund_00209,Vehicle,Boat,Waterway,Watercraft,Port,Harbor,Ship,Marina,Tall ship,Channel,"‘é"" [N","‘é"" [N", Aug 2018,"Vehicle,Boat,Waterway,Watercraft,Port,Harbor,Ship,Marina,Tall ship,Channel"
286,Lund_02647,Grassland,Natural landscape,Natural environment,Prairie,Plain,Sky,Steppe,Pasture,Grass,Ecoregion,Klosteréingshdjden,Klosteréingshdjden, Aug 2016,"Grassland,Natural landscape,Natural environment,Prairie,Plain,Sky,Steppe,Pasture,Grass,Ecoregion"
287,Lund_01350,Building,Landmark,Property,Mansion,Palace,Estate,Architecture,Classical architecture,House,Stately home,Lundagérd,Annette Friberg, Aug 2018,"Building,Landmark,Property,Mansion,Palace,Estate,Architecture,Classical architecture,House,Stately home"
288,Lund_00439,Château,Palace,Estate,Building,Mansion,Stately home,Castle,Architecture,House,Manor house,Lundagérd,) IDEVIGEEN T Yo, Aug 2014,"Château,Palace,Estate,Building,Mansion,Stately home,Castle,Architecture,House,Manor house"
289,Lund_00876,Building,Landmark,Architecture,Town,Property,City,Human settlement,Sky,Public space,Urban area,Lundagérd g,@ Daniel Klein, Aug 2018,"Building,Landmark,Architecture,Town,Property,City,Human settlement,Sky,Public space,Urban area"
290,Lund_02137,Building,Shack,House,Architecture,Log cabin,Village,,,,,Kulturen g,@ Giulia Spada, Aug 2018,
291,Lund_01158,Property,Architecture,Building,Estate,Panorama,Residential area,Photography,Sky,Real estate,Facade,Lundagérd,L) UIf Zimmermann, Aug 2018,"Property,Architecture,Building,Estate,Panorama,Residential area,Photography,Sky,Real estate,Facade"
292,Lund_01289,Estate,Mansion,Palace,Building,Château,Property,Stately home,Official residence,Manor house,Castle,. jLarsen,. jLarsen, Aug 2017,"Estate,Mansion,Palace,Building,Château,Property,Stately home,Official residence,Manor house,Castle"
293,Lund_00117,Building,Medieval architecture,Architecture,Landmark,Church,Town,Wall,Place of worship,Chapel,Sky,‘i’) [N,‘i’) [N, Aug 2018,"Building,Medieval architecture,Architecture,Landmark,Church,Town,Wall,Place of worship,Chapel,Sky"
294,Lund_02227,Sky,Motor vehicle,Residential area,Road,Cloud,Urban area,Transport,Town,Asphalt,Architecture,Lunds Bollklubb,Florian Weissbac, Aug 2018,"Sky,Motor vehicle,Residential area,Road,Cloud,Urban area,Transport,Town,Asphalt,Architecture"
295,Lund_00544,Landmark,Building,Classical architecture,Architecture,Mansion,Estate,Property,Palace,Official residence,Stately home,Lundagérd 8,6 W Matecki, Aug 2012,"Landmark,Building,Classical architecture,Architecture,Mansion,Estate,Property,Palace,Official residence,Stately home"
296,Lund_01559,Town,City,Public space,Human settlement,Plaza,Building,Landmark,Town square,Pedestrian,Street,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Town,City,Public space,Human settlement,Plaza,Building,Landmark,Town square,Pedestrian,Street"
297,Lund_00118,Natural landscape,Tree,Table,Furniture,Bench,Estate,Grass,Grove,Architecture,Building,"‘é"" [N","‘é"" [N", Aug 2018,"Natural landscape,Tree,Table,Furniture,Bench,Estate,Grass,Grove,Architecture,Building"
298,Lund_02571,Grassland,Pasture,Natural environment,Sky,Natural landscape,Green,Meadow,Grass,Plain,Land lot,Rinnebick Gorge 2,ﬁ Ani Vera, Aug 2017,"Grassland,Pasture,Natural environment,Sky,Natural landscape,Green,Meadow,Grass,Plain,Land lot"
299,Lund_01565,Property,House,Building,Roof,Home,Cottage,Architecture,Real estate,Land lot,Grass,Kulturen,Giulia Spada, Aug 2018,"Property,House,Building,Roof,Home,Cottage,Architecture,Real estate,Land lot,Grass"
300,Lund_01449,Building,Architecture,Church,Grass,Tree,Estate,Abbey,Place of worship,Campus,Lawn,Lundagérd,patrice bragard, Aug 2018,"Building,Architecture,Church,Grass,Tree,Estate,Abbey,Place of worship,Campus,Lawn"
301,Lund_02063,Building,Estate,Palace,Stately home,Official residence,Mansion,Architecture,Presidential palace,Sky,House,Lundagérd,""" Andi Varn Johani", Aug 2011,"Building,Estate,Palace,Stately home,Official residence,Mansion,Architecture,Presidential palace,Sky,House"
302,Lund_01685,Steeple,Landmark,Roof,Architecture,Property,Church,Building,Sky,House,Spire,Kulturen |,Kulturen |, Aug 2016,"Steeple,Landmark,Roof,Architecture,Property,Church,Building,Sky,House,Spire"
303,Lund_01650,Landmark,Building,Architecture,Stately home,Sky,City,Urban area,Spire,Tree,Turret,Lundagérd,@ Gheorghe Zamfir, Aug 2018,"Landmark,Building,Architecture,Stately home,Sky,City,Urban area,Spire,Tree,Turret"
304,Lund_01146,Building,Property,Architecture,Neighbourhood,Stately home,Brick,Real estate,College,Apartment,City,Lund Cathedral,; P RS E, Aug 2017,"Building,Property,Architecture,Neighbourhood,Stately home,Brick,Real estate,College,Apartment,City"
305,Lund_00359,Building,Landmark,Architecture,Palace,Classical architecture,Property,Mansion,Estate,House,Official residence,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016,"Building,Landmark,Architecture,Palace,Classical architecture,Property,Mansion,Estate,House,Official residence"
306,Lund_01639,Residential area,Building,Neighbourhood,Property,Town,Human settlement,Architecture,Metropolitan area,Urban area,Mixed-use,The More Hotel Lunc,@ Gabor Papp, Aug 2016,"Residential area,Building,Neighbourhood,Property,Town,Human settlement,Architecture,Metropolitan area,Urban area,Mixed-use"
307,Lund_02671,Town,Residential area,Neighbourhood,Property,Building,Street,Human settlement,Road,City,Architecture,g hussam selawi,g hussam selawi, Aug 2018,"Town,Residential area,Neighbourhood,Property,Building,Street,Human settlement,Road,City,Architecture"
308,Lund_00226,Landmark,Building,Architecture,Sky,Medieval architecture,Classical architecture,Place of worship,Cathedral,City,Church,Lund Cathedral,Q Jonas Kirkegaart, Aug 2017,"Landmark,Building,Architecture,Sky,Medieval architecture,Classical architecture,Place of worship,Cathedral,City,Church"
309,Lund_00617,Building,Landmark,Town,Property,Neighbourhood,Architecture,City,Human settlement,Residential area,Urban area,AF Borgen AB ¢,EIE D1 (61, Aug 2016,"Building,Landmark,Town,Property,Neighbourhood,Architecture,City,Human settlement,Residential area,Urban area"
310,Lund_00914,Estate,Building,Mansion,Palace,Landmark,Stately home,Property,Official residence,Classical architecture,Château,Lundagérd 9,@ Viral Rami, Aug 2017,"Estate,Building,Mansion,Palace,Landmark,Stately home,Property,Official residence,Classical architecture,Château"
311,Lund_03178,Building,Architecture,Landmark,Property,Town,House,Sky,Facade,Mansion,City,[T e T T T,Daniel Klein, Aug 2018,"Building,Architecture,Landmark,Property,Town,House,Sky,Facade,Mansion,City"
312,Lund_00559,Landmark,Estate,Mansion,Building,Palace,Property,Architecture,House,Stately home,Sky,Lundagérd,L Lodewijk Portielj, Aug 2018,"Landmark,Estate,Mansion,Building,Palace,Property,Architecture,House,Stately home,Sky"
313,Lund_00391,Property,Building,Estate,Stately home,Architecture,College,Manor house,Tree,City,House,Lund Cathedral,; P RS E, Aug 2017,"Property,Building,Estate,Stately home,Architecture,College,Manor house,Tree,City,House"
314,Lund_02627,Land lot,Tree,Fence,Rural area,Wall,Landscape,Pasture,Road,Farm,Cloud,Rinnebick Gorge,Florian Weissbac, Aug 2018,"Land lot,Tree,Fence,Rural area,Wall,Landscape,Pasture,Road,Farm,Cloud"
315,Lund_02228,Property,Grass,Transport,Residential area,Land lot,Public space,Tree,Architecture,Road,Neighbourhood,CircleK,Thanon Shamel, Aug 2016,"Property,Grass,Transport,Residential area,Land lot,Public space,Tree,Architecture,Road,Neighbourhood"
316,Lund_01107,Estate,Mansion,Property,Building,Landmark,Lawn,Home,Grass,Architecture,House,Lundagérd,@ Tiinde Vigyinszki, Aug 2017,"Estate,Mansion,Property,Building,Landmark,Lawn,Home,Grass,Architecture,House"
317,Lund_01751,Property,Building,Estate,Town,Public space,Palace,Tree,City,House,Sky,Lundagérd,Annette Friberg, Aug 2018,"Property,Building,Estate,Town,Public space,Palace,Tree,City,House,Sky"
318,Lund_02216,Property,Public space,Tree,Real estate,Landscape,Playground,Leisure,Land lot,Plant,Recreation,Rostréttsgatan lekpl:,&% Florian Weissbac, Aug 2018,"Property,Public space,Tree,Real estate,Landscape,Playground,Leisure,Land lot,Plant,Recreation"
319,Lund_02870,Building,Estate,Mansion,Palace,Property,Classical architecture,Stately home,Architecture,Official residence,Manor house,Alejandro Carrillc,Alejandro Carrillc, Aug 2016,"Building,Estate,Mansion,Palace,Property,Classical architecture,Stately home,Architecture,Official residence,Manor house"
320,Lund_00050,Transport,Train station,Rolling stock,Mode of transport,Railway,Public transport,Train,Vehicle,Track,Passenger car,"‘é"" [N","‘é"" [N", Aug 2018,"Transport,Train station,Rolling stock,Mode of transport,Railway,Public transport,Train,Vehicle,Track,Passenger car"
321,Lund_01924,Body of water,Natural landscape,Bank,Pond,Water resources,Nature,Natural environment,Water,Nature reserve,River,Stadsparken,jessica delgado, Aug 2016,"Body of water,Natural landscape,Bank,Pond,Water resources,Nature,Natural environment,Water,Nature reserve,River"
322,Lund_01777,Architecture,Building,Sky,Commercial building,Mixed-use,Real estate,City,Cloud,Vehicle,Car,Sigma Connectivity /,Birgit Pia Nghr, Aug 2016,"Architecture,Building,Sky,Commercial building,Mixed-use,Real estate,City,Cloud,Vehicle,Car"
323,Lund_02133,Natural landscape,Body of water,Nature,Pond,Vegetation,Nature reserve,Water resources,Bank,Natural environment,Fish pond,Botanical Garden,Christina Valfrids, Aug 2017,"Natural landscape,Body of water,Nature,Pond,Vegetation,Nature reserve,Water resources,Bank,Natural environment,Fish pond"
324,Lund_02102,Property,Building,Architecture,Town,House,Facade,Real estate,Residential area,Tree,Home,Carglass®Lund ¢,LEOF S, Aug 2016,"Property,Building,Architecture,Town,House,Facade,Real estate,Residential area,Tree,Home"
325,Lund_00428,Estate,Property,Building,Architecture,Stately home,Manor house,Tree,Grass,House,Château,University Library,A  Alejandro Carrillc, Aug 2016,"Estate,Property,Building,Architecture,Stately home,Manor house,Tree,Grass,House,Château"
326,Lund_02803,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Cathedral,City,Gothic architecture,Church,[T e T T T,"""% Jan Nilsson", Aug 2017,"Landmark,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Cathedral,City,Gothic architecture,Church"
327,Lund_01471,Estate,Building,Mansion,Palace,Property,Stately home,Château,Official residence,Landmark,Manor house,Lundagérd,umberto mazzoc, Aug 2014,"Estate,Building,Mansion,Palace,Property,Stately home,Château,Official residence,Landmark,Manor house"
328,Lund_00643,Garden,Botanical garden,Flower,Botany,Plant,Shrub,Estate,Landscaping,Château,Spring,Botanical Garden,Y @ Yvonn Johansso, Aug 2017,"Garden,Botanical garden,Flower,Botany,Plant,Shrub,Estate,Landscaping,Château,Spring"
329,Lund_00427,Landmark,Medieval architecture,Building,Architecture,Classical architecture,Spire,Steeple,Church,Place of worship,Cathedral,Lundagérd 9,PR LED T, Aug 2014,"Landmark,Medieval architecture,Building,Architecture,Classical architecture,Spire,Steeple,Church,Place of worship,Cathedral"
330,Lund_01398,Fountain,Daytime,Water feature,Garden,Grass,Botanical garden,Park,Landscape,Landscaping,Lawn,Stadsparken,L) UIf Zimmermann, Aug 2018,"Fountain,Daytime,Water feature,Garden,Grass,Botanical garden,Park,Landscape,Landscaping,Lawn"
331,Lund_00336,Landmark,Building,Architecture,Medieval architecture,Town,Classical architecture,City,Sky,Facade,Steeple,Lund Cathedral,A Ayu Hjalmarsson, Aug 2017,"Landmark,Building,Architecture,Medieval architecture,Town,Classical architecture,City,Sky,Facade,Steeple"
332,Lund_02299,Motor vehicle,Road,Tree,Asphalt,Street,Plant,Thoroughfare,Building,Vehicle,Residential area,CircleK,e Thanon Shamel, Aug 2016,"Motor vehicle,Road,Tree,Asphalt,Street,Plant,Thoroughfare,Building,Vehicle,Residential area"
333,Lund_01943,Architecture,Landmark,Building,Medieval architecture,Classical architecture,Place of worship,Cathedral,Church,Facade,Historic site,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Architecture,Landmark,Building,Medieval architecture,Classical architecture,Place of worship,Cathedral,Church,Facade,Historic site"
334,Lund_00963,Property,Building,Mansion,Estate,Landmark,House,Stately home,Architecture,Manor house,Château,Lund Cathedral,; P RS E, Aug 2017,"Property,Building,Mansion,Estate,Landmark,House,Stately home,Architecture,Manor house,Château"
335,Lund_02849,Building,Town,Landmark,Architecture,City,Human settlement,Plaza,Facade,Town square,House,Lundagérd,@ (&= T ] YT, Aug 2017,"Building,Town,Landmark,Architecture,City,Human settlement,Plaza,Facade,Town square,House"
