a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_01915,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01374,Property,House,Cottage,Building,Roof,Home,,,,,Kulturen 8,@ PP\, Jul 2016
Lund_02515,Freshwater marsh,Natural landscape,Natural environment,Marsh,Nature reserve,Wetland,Bank,Fen,Tidal marsh,Salt marsh,Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_00285,Building,Estate,Landmark,Property,Mansion,Architecture,Palace,House,Château,Sky,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
Lund_01528,Natural landscape,Property,House,Waterway,Estate,Cottage,Water,,,,Botanical Garden,",{t Matthias Lauer", Jul 2017
Lund_00839,Landmark,Sky,Building,Architecture,Church,Place of worship,Medieval architecture,,,,Lund Cathedral ¢,({‘ Lucija Cetin, Jul 2016
Lund_01800,Landmark,Classical architecture,Architecture,Building,Facade,,,,,,Kulturen,";9"" RN R R", Jul 2018
Lund_02224,Building,,,,,,,,,,- [I1ET T,Christoffer Norér, Jul 2016
Lund_02188,Body of water,Water resources,Natural landscape,Riparian zone,Stream,Nature,Bank,Watercourse,Waterway,Water,Rinnebick Gorge 2,Cathrin Jung, Jul 2016
Lund_02841,Building,Property,Landmark,Estate,Palace,Mansion,Architecture,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01254,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00004,Building,Landmark,Palace,Architecture,Mansion,Official residence,Estate,,,,6 JAE SRR,6 JAE SRR, Jul 2012
Lund_02871,Landmark,Estate,Building,,,,,,,,Lundagérd 8,(%) Lucila Cetin, Jul 2016
Lund_01757,Estate,Property,Mansion,Garden,House,Building,,,,,University Square,6 IR DL, Jul 2016
Lund_01088,Building,,,,,,,,,,MAX 8,ﬁ Pepijn Fens, Jul 2018
Lund_01294,Building,Town,Neighbourhood,City,Mixed-use,Human settlement,Property,Downtown,Plaza,Metropolitan area,ICA Kvantum Malmb,Sandra Loskin, Jul 2017
Lund_01128,Building,Town,Architecture,Public space,City,Human settlement,,,,,Underground Street |,Underground Street |, Jul 2017
Lund_00944,Building,Landmark,Estate,Architecture,Mansion,Stately home,,,,,[T T VT,A ' Anna Ostrowska, Jul 2018
Lund_02398,Sky,Property,Cloud,House,Home,Residential area,Architecture,Real estate,Building,,Bléklintens preschoc,g Mats Lund, Jul 2016
Lund_03167,Vegetation,Natural landscape,Nature reserve,Grass,Pasture,Geological phenomenon,Biome,Land lot,Grassland,,Rinnebick Gorge,#' Rhian Corbett-Co, Jul 2017
Lund_02126,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00484,Landmark,Building,Architecture,City,Tower,Town,,,,,Domkyrkoplatsen,a Mattias Nord, Jul 2016
Lund_00763,Aerial photography,Residential area,Suburb,Bird's-eye view,Urban area,Photography,Landscape,Urban design,,,Stadsparken,g Per Pixel Peterss, Jul 2015
Lund_00631,Building,Estate,Mansion,Palace,Landmark,Stately home,Official residence,Architecture,Château,Presidential palace,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_01666,Property,Building,House,Home,Real estate,Estate,Architecture,Manor house,Mansion,,Kulturen 8,' Lars Skough, Jul 2018
Lund_01846,Landmark,Architecture,Building,Mansion,Sky,Water,,,,,Lundagérd 8,G T4, Jul 2017
Lund_02770,House,Property,Building,Cottage,Tree,Home,Sky,,,,Ostra Torns Montess,g Mats Lund, Jul 2016
Lund_01145,Sky,Architecture,Building,,,,,,,,Lundagérd,T Terese Larsson E, Jul 2018
Lund_00611,Property,Estate,Building,House,Architecture,Tree,Grass,,,,University Library,l\‘ IEELEI VLT, Jul 2017
Lund_02479,Architecture,Building,Medieval architecture,,,,,,,,. [l e R ],. [l e R ], Jul 2015
Lund_02317,Lawn,Grass,Tree,Land lot,Grassland,Natural landscape,Natural environment,Property,Meadow,Park,!} Oliver Jannessor,!} Oliver Jannessor, Jul 2017
Lund_02105,Grassland,Sky,Natural landscape,Green,Nature,Pasture,Grass,Natural environment,Land lot,Meadow,Sankt Hans Hill,Tommy Borglin, Jul 2017
Lund_00353,Building,Landmark,Architecture,Property,Stately home,Estate,Medieval architecture,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00597,Estate,Mansion,Building,Property,Palace,Official residence,Landmark,Stately home,House,Manor house,Lundagérd,qls Amanda Brundin, Jul 2016
Lund_00274,Building,Estate,Palace,Classical architecture,Landmark,Architecture,Mansion,Official residence,,,Lundagérd 9,A Attila Csap6, Jul 2016
Lund_02885,Water,Reflection,Pond,Bank,Water resources,,,,,,Botanical Garden,R Roland Jevall, Jul 2017
Lund_00133,Aerial photography,Residential area,Suburb,Urban area,Bird's-eye view,Metropolitan area,City,Neighbourhood,Human settlement,Town,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_00137,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,City,Urban design,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_02049,Body of water,Natural landscape,Water resources,Pond,Nature,Water,Bank,Vegetation,Fish pond,Nature reserve,Botanical Garden,(%) Lucila Cetin, Jul 2016
Lund_00654,Classical architecture,Building,Architecture,Landmark,Palace,Facade,,,,,Lundagérd,I\ IEELEI VLT, Jul 2017
Lund_02181,Natural landscape,Nature,Sky,Natural environment,Field,Water,Green,Grassland,Paddy field,Nature reserve,Nobbel6vs mosse,L 1T T, Jul 2014
Lund_00691,Landmark,Architecture,Building,Sky,Steeple,Place of worship,Church,Town,Spire,Cathedral,Lund Cathedral,@ Mahmoud Chaar, Jul 2018
Lund_02738,Building,,,,,,,,,,Bankomat,@ Dorota Gebusia, Jul 2017
Lund_02869,Property,Building,Architecture,House,Town,Home,Real estate,,,,Kulturen 8,@ PP\, Jul 2016
Lund_00160,Medieval architecture,Building,Landmark,Architecture,Town,Wall,,,,,A Andreas Nyberg,A Andreas Nyberg, Jul 2017
Lund_01246,Building,Landmark,Architecture,Town,City,Facade,Human settlement,Sky,,,Lund Cathedral ¢,Py ), Jul 2016
Lund_01223,Sky,Property,Architecture,Town,Public space,Building,,,,,Lundagérd 9,ﬂ»«;‘ B, Jul 2018
Lund_00641,Building,Mansion,Estate,Palace,Property,Architecture,House,Sky,,,Lundagérd 9,% Jozef Adrian, Jul 2017
Lund_00526,Landmark,Estate,Mansion,Building,Property,Architecture,Official residence,Palace,House,,LG T T,@ EEICL Y, Jul 2016
Lund_02771,Water,Water resources,Fountain,Watercourse,Water feature,Fun,,,,,Coop Klostergarden,’ ‘f Magnus Erkenfel, Jul 2017
Lund_00608,Building,Landmark,Mansion,Palace,Estate,Architecture,Official residence,,,,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_01621,Vehicle,Car,Transport,Luxury vehicle,Building,,,,,,Nova,E29|x} 0kS0|0F, Jul 2017
Lund_01920,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01755,Building,Property,Architecture,Town,Estate,,,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01041,Building,Estate,Palace,Mansion,Official residence,Stately home,Presidential palace,Classical architecture,Manor house,,Lundagérd,"@3}, Pia Dyvander Jol", Jul 2017
Lund_01141,Building,Classical architecture,Landmark,Architecture,Facade,Palace,,,,,[T T o1 T T T,A  Abdo Fadl, Jul 2017
Lund_02071,Estate,Building,Palace,Mansion,Official residence,Property,Landmark,Stately home,Château,Presidential palace,Lundagérd 9,Cahit Bigki, Jul 2017
Lund_01298,Body of water,Natural landscape,Nature,Bank,Water,Tree,Vegetation,River,Pond,Natural environment,Stadsparken ¢,Shan Xiao, Jul 2017
Lund_03168,Natural landscape,Vegetation,Nature,Nature reserve,Natural environment,Tree,Green,Grass,Bank,Biome,Nobbel6vs mosse,i\ 1T T, Jul 2014
Lund_02739,Sky,Sport venue,Basketball court,Net,Cloud,,,,,,LIS T g,g Mats Lund, Jul 2016
Lund_00659,Estate,Building,Palace,Mansion,Official residence,Stately home,Château,Manor house,,,Lundagérd,(@) Steinar Kjeernsrg, Jul 2017
Lund_00872,Building,Palace,Estate,Landmark,Official residence,Mansion,Architecture,Stately home,,,'j.f Matthias Lauer,'j.f Matthias Lauer, Jul 2017
Lund_00915,Building,Estate,Property,Mansion,Palace,Official residence,Architecture,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_02827,Landmark,Building,Mansion,Architecture,Estate,Property,Palace,Official residence,Stately home,,Bantorget :,-@ PN, Jul 2018
Lund_00300,Aerial photography,Residential area,Metropolitan area,Suburb,Urban area,Bird's-eye view,City,Neighbourhood,Urban design,Human settlement,,, Jul 2015
Lund_00725,Palace,Building,Estate,Landmark,Mansion,Architecture,Château,Stately home,,,Lundagérd,I\ SRV, Jul 2017
Lund_03161,Nature,Water,Vegetation,River,Water resources,Natural environment,Watercourse,Waterway,Wilderness,Tree,Rinnebick Gorge 2,¢ LEIE RN, Jul 2018
Lund_01210,Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Facade,,,,Lundagérd,I\ ) Stana Minincic, Jul 2017
Lund_02315,Vegetation,Riparian zone,Nature reserve,Water resources,Biome,Watercourse,Plant community,Wilderness,Water,,Rinnebéck Gorge,LCIECHIRENT, Jul 2018
Lund_00930,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_03165,House,Property,Residential area,Home,Building,Architecture,Real estate,Roof,Estate,,Klostergérdens IP,M  Minghua Zhang, Jul 2017
Lund_00374,Estate,Building,Mansion,Palace,Property,Stately home,Landmark,Official residence,Château,Architecture,Lundagérd 9,K @ Klaus Helms, Jul 2017
Lund_03123,Sky,Natural environment,Road,,,,,,,,@ Dorota Gebusia,@ Dorota Gebusia, Jul 2017
Lund_02125,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00080,Aerial photography,Bird's-eye view,Residential area,Urban area,Suburb,Metropolitan area,Urban design,City,Human settlement,Neighbourhood,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_00987,Building,Estate,Architecture,Landmark,Mansion,Property,Palace,Stately home,Sky,Classical architecture,Lundagérd 9,({‘ Lucija Cetin, Jul 2016
Lund_01628,Landmark,Building,Architecture,Tower,,,,,,,LT T o1 T T T,(O R, Jul 2016
Lund_01187,Classical architecture,Building,Architecture,Landmark,Facade,Palace,,,,,Lundagérd 9,@ DLCI@L T, Jul 2017
Lund_00677,Building,Landmark,Architecture,Sky,Human settlement,Town,City,Public space,,,Bantorget 3,49 Ancrii Gelion, Jul 2018
Lund_01552,Tree,Grass,Botany,,,,,,,,Lundagard ¢,o LYol, Jul 2017
Lund_00804,Landmark,Sky,Palace,Building,Architecture,Mansion,Estate,City,Tree,House,Lundagérd 9,@ T4, Jul 2017
Lund_00843,Building,Landmark,Architecture,City,Town,Property,Human settlement,Public space,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00561,Estate,Building,Mansion,Property,Palace,Official residence,Stately home,,,,Lundagérd 9,[ ETTY il [1:1-1q3, Jul 2012
Lund_02019,Building,Property,Estate,Architecture,Stately home,Castle,House,,,,Lundagard ¢,o LYol, Jul 2017
