a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_01318,Architecture,Classical architecture,Building,Landmark,Property,Facade,Town,Sky,,,Lundagérd,L) UIf Zimmermann, Aug 2018
Lund_02870,Building,Estate,Mansion,Palace,Property,Classical architecture,Stately home,Architecture,Official residence,Manor house,Alejandro Carrillc,Alejandro Carrillc, Aug 2016
Lund_00135,Property,House,Cottage,Home,Building,Real estate,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00416,Building,Classical architecture,Landmark,Architecture,Property,Palace,Mansion,,,,Lundagérd,ESRVNTISVIN: Y, Aug 2017
Lund_00050,Transport,Train station,Rolling stock,Mode of transport,Railway,Public transport,Train,Vehicle,Track,Passenger car,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00795,Estate,Building,Palace,Landmark,Mansion,Architecture,Castle,,,,Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_03082,Property,,,,,,,,,,CircleK,e Thanon Shamel, Aug 2016
Lund_00386,Building,Landmark,Architecture,Estate,Stately home,Medieval architecture,,,,,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00556,Garden,Botanical garden,Natural landscape,Botany,Flower,Lawn,Plant,Estate,Spring,,Botanical Garden,Teodora J-sin, Aug 2017
Lund_00733,Building,Landmark,Architecture,Property,Town,House,Mansion,,,,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00346,Architecture,Landmark,Building,Medieval architecture,Cathedral,Classical architecture,Sky,Place of worship,,,[T e T T T,R LI EE], Aug 2017
Lund_01740,,,,,,,,,,,Department of Philo:,J) jLarsen, Aug 2017
Lund_01166,Estate,Property,Mansion,Building,House,Palace,,,,,Lundagérd,",jfa Lucian Gevelegia", Aug 2008
Lund_01450,Water,Botany,Garden,Tree,Botanical garden,,,,,,Lundagérd,Lukas Kriechbau, Aug 2017
Lund_00090,Vegetation,Nature reserve,Tree,Nature,Green,Natural environment,Trail,Natural landscape,Forest,Jungle,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02698,Property,Building,Architecture,,,,,,,,Asylen,@ BN PN R, Aug 2017
Lund_00130,Tree,Nature,Natural landscape,Water,Vegetation,Atmospheric phenomenon,Bank,Plant,Woody plant,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01629,Residential area,Building,Neighbourhood,Property,Town,Human settlement,Architecture,Metropolitan area,Urban area,Mixed-use,Another parking plac,Gabor Papp, Aug 2016
Lund_02495,Vegetation,Natural landscape,Nature,Nature reserve,Natural environment,Wilderness,Highland,Plant community,Shrubland,Hill,Rinnebick Gorge : H,Q Ani Vera, Aug 2017
Lund_00146,Landmark,Architecture,Building,Medieval architecture,Church,Place of worship,Facade,Steeple,Cathedral,,! Tom Jirdcek,! Tom Jirdcek, Aug 2017
Lund_00525,Building,Mansion,Property,Estate,Palace,Architecture,Landmark,House,Classical architecture,Stately home,Lundagérd 9,C ) Carin Gardén, Aug 2018
Lund_00088,Building,Property,Architecture,,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02186,Property,Home,House,Building,Real estate,,,,,,Rabylunds Gard ¢,Kurt Petersen, Aug 2017
Lund_00473,Building,Property,Estate,Architecture,,,,,,,Lundagérd,. KHADIJA SAIDI, Aug 2017
Lund_00920,Landmark,Architecture,Building,Sky,Medieval architecture,City,Tower,Church,Facade,Urban area,Lundagérd,C  Christoph Kirchn, Aug 2017
Lund_01549,Landmark,Sky,Architecture,Building,Medieval architecture,Church,Facade,Place of worship,Wall,,Lundagérd 9,@ Rene Wagner, Aug 2017
Lund_00035,Statue,Landmark,Monument,,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02028,Building,Property,Estate,Tree,Sky,Architecture,,,,,Lundagérd,Jens Sonn, Aug 2017
Lund_00708,Building,Landmark,Architecture,,,,,,,,Lund Cathedral,A  Alejandro Carrillc, Aug 2016
Lund_00096,Building,Medieval architecture,Town,Architecture,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00209,Vehicle,Boat,Waterway,,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
